# Warnings for TEMP
# Project : ASD_Fleet
# Update date : 20231002022801

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
TEMP,5905042,AUS,X,,,
TEMP,5905182,AUS,X,,,
TEMP,5905247,USA,X,X,,
TEMP,5905273,USA,X,X,,X
TEMP,5905722,USA,X,,,
TEMP,5905739,USA,,X,X,
TEMP,5905782,USA,X,X,,
TEMP,5905791,USA,X,,,
TEMP,5905793,USA,,X,,
TEMP,5905842,JPN,,,X,
TEMP,5905876,JPN,X,,X,
TEMP,5906036,USA,,X,,
TEMP,6900658,IRL,X,,,
TEMP,6901170,GBR,X,,,
TEMP,6901174,GBR,X,X,,
TEMP,6901253,ESP,X,,,
TEMP,6901676,FRA,X,,,
TEMP,6901722,FRA,,X,,
TEMP,6901738,FRA,X,,,
TEMP,6901758,FRA,,X,,
TEMP,6901833,ITA,X,,,
TEMP,6901909,DEU,X,,,
TEMP,6901929,IRL,X,X,,
TEMP,6902602,DEU,X,,,
TEMP,6902623,DEU,X,,,
TEMP,6902627,DEU,,X,,
TEMP,6902632,DEU,X,,,
TEMP,6902634,DEU,X,,,
TEMP,6902715,FRA,,X,,
TEMP,6902760,FRA,,X,,
TEMP,6902764,FRA,,X,,
TEMP,6902772,FRA,,X,,
TEMP,6902779,FRA,,X,,
TEMP,6902781,FRA,,X,,
TEMP,6902782,FRA,,X,,
TEMP,6902928,FRA,,X,,
TEMP,6902947,FRA,X,,,
TEMP,6903006,FRA,X,,,
TEMP,6903175,ITA,X,,,
TEMP,6903266,ITA,,X,,
TEMP,6903268,ITA,,,X,
TEMP,6903557,NOR,,X,,
TEMP,6903562,NOR,,X,,
TEMP,6904113,DEU,X,,,
TEMP,7900556,DEU,,X,,
TEMP,7900558,DEU,,X,,
TEMP,7900569,DEU,,X,,
TEMP,7900594,EUR,X,,,
TEMP,7900613,AUS,X,,,
TEMP,7900620,AUS,X,,,
TEMP,7900631,AUS,X,,,
TEMP,7900666,USA,X,,,
TEMP,7900868,JPN,,X,X,
