PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
3901884,PSAL,20200122,,4,sensor problem,BO
3901885,PSAL,20200819,,3,Likely drift in salinity sensor,BO
3901886,PSAL,20200121,,3,salinity drift dsuspected,BO
3901887,PSAL,20181226,,3,bias noted when compared to altimetry sla,BO
3901887,PSAL,20200131,,4,drift detected,BO
3901888,PSAL,20200124,,3,sensor problem,BO
3901888,PSAL,20200929,,3,salty drift detected,BO
3901889,PSAL,20190717,,4,symptoms of conductivity sensor drift,BO
3901891,PSAL,20180521,,4,Salinity sensor providing routinely spikey data,BO
3901893,PSAL,20181106,,3,possible drift in salinity,BO
3901893,PSAL,20181106,,3,possible drift in salinity,BO
3901893,PSAL,20200130,,4,Drift in salinity sensor,BO
3901894,PSAL,20180729,,3,possible drift in salinity,BO
3901895,PSAL,20200818,,3,Suspect salinity sensor drift,BO
3901896,PSAL,20190416,,4,salinity drift from cycle 73,BO
3901897,PSAL,20181113,,4,Cell failure after cycle 56,BO
3901898,PSAL,20181003,,4,sensor problem,BO
3901899,PSAL,20200119,,3,Salinity sensor drifting,BO
3901900,PSAL,20200121,,3,Salinity sensor drifting,BO
3901904,PSAL,20190219,,4,symptoms of conductivity sensor drift,BO
3901905,PSAL,20200229,,3,Salinity sensor drifting,BO
3901906,PSAL,20200306,,3,Salinity sensor drifting,BO
3901909,PSAL,20180415,,4,likely salinity drift from cycle 48,BO
3901912,PSAL,20190303,,3,Possible drift in salinity,BO
3901913,PSAL,20180706,,3,Drifting salinity sensor potentially correctable in DMQC,BO
3901913,PSAL,20200127,,4,Salty drift detected,BO
3901913,PSAL,20201003,,4,salty drift detected,BO
3901915,PSAL,20200129,,2,suspected drift,BO
3901915,PSAL,20201003,,3,salty drift detected,BO
3901938,PSAL,20221005,,3,salty drift detected,BO
3901943,PSAL,20220129,,4,PSAL salty drifter,BO
3901945,PSAL,20221024,,4,Suspected abrupt salty drift in PSAL,BO
3901946,PSAL,20181018,,3,Unusual behaviour and unable to resolve in DMQC as of 08/03/2019,BO
3901948,PSAL,20200129,,3,salinity drift detected,BO
3901949,PSAL,20200129,,3,salinity drift suspected,BO
3901951,PSAL,20220427,,4,Suspected abrupt salty drift in PSAL,BO
3901952,PSAL,20190209,,3,Conductivity sensor drift,BO
3901953,PSAL,20180616,,3,Alimeter warnings suggesting salinity drift from cycle 26 onwards,BO
3901954,PSAL,20190104,,4,Significant uncorrectable salinity drift,BO
3901955,PSAL,20210616,,4,Drift in salinity sensor,BO
3901956,PSAL,20180415,,4,sensor problem,BO
3901957,PSAL,20190927,,4,Bad salinity,BO
3901961,PSAL,20200311,,4,Suspected fast salinity drift from cycle 78 onwards,BO
3901962,PSAL,20190921,,3,Severe PSAL drift,BO
3901963,PSAL,20191223,,4,Salinity drift confirmed in DMQC,BO
3901964,PSAL,20221102,,3,Suspected moderate salty drift in PSAL,BO
3901966,PSAL,20201214,,4,Fresh drift in salinity sensor,BO
3901970,PSAL,20180722,,3,Sensor drift,BO
3901979,PSAL,20181229,,3,likely salinity drift from cycle 109,BO
3901981,PSAL,20180514,,4,CTD plugs accidentally left on so the salinity is spurious,BO
3902398,PSAL,20220819,,3,Suspected drift in PSAL,BO
3902400,PSAL,20211008,,4,salty drift detected,BO
5906966,PSAL,20230224,,3,Uncorrected RBR sensor,BO
6900614,PSAL,20100805,,4,flushing or pump problem,BO
6900615,PRES,20120125,,4,pressure sensor fail,BO
6900615,PSAL,20120125,,4,pressure sensor fail,BO
6900615,TEMP,20120125,,4,pressure sensor fail,BO
6900617,PRES,20121114,,4,Mechanical (piston) failure,BO
6900617,PSAL,20121114,,4,Mechanical (piston) failure,BO
6900617,TEMP,20121114,,4,Mechanical (piston) failure,BO
6900622,PRES,20120620,,4,Druck microleak,BO
6900622,PSAL,20120620,,4,Druck microleak,BO
6900622,TEMP,20120620,,4,Druck microleak,BO
6900647,PRES,20120620,,4,Mechanical (piston) failure,BO
6900647,PSAL,20080312,20081218,3,sensor problem,BO
6900647,TEMP,20120620,,4,Mechanical (piston) failure,BO
6900651,PSAL,20090201,,3,flushing or pump problem,BO
6900654,PRES,20100628,,4,sensor problem,BO
6900654,PSAL,20100628,,4,sensor problem,BO
6900654,TEMP,20100628,,4,sensor problem,BO
6901119,PSAL,20160207,,4,Conductivity sensor problem,BO
6901151,BBP532,20131024,,4,bad sensor,BO
6901151,BBP700,20131024,,4,bad sensor,BO
6901151,CHLA,20131024,,4,bad sensor,BO
6901151,DOXY,20140501,,4,drift,BO
6901151,DOXY,20140523,20141022,4,sensor_issue_metbio001b,BO
6901151,DOXY,20141023,20150124,3,sensor_issue_metbio001b,BO
6901151,DOXY,20150125,,4,sensor_issue_metbio001b,BO
6901152,BBP532,20140918,,4,drift/shift/(QC_table_MC.JUL18),BO
6901152,BBP700,20140205,20140216,3,bad sensor,BO
6901152,BBP700,20140918,,4,drift/shift/(QC_table_MC.JUL18),BO
6901152,CHLA,20150701,,4,shift/(QC_table_MC.JUL18),BO
6901152,DOXY,20150701,,4,drift/(QC_table_MC.JUL18),BO
6901152,DOXY,20150831,,4,sensor_issue_metbio002b,BO
6901168,PSAL,20150709,,3,Salinity sensor problem - routine spiking and resultant improbable density profile,BO
6901170,PSAL,20220623,,3,salty drift detected,BO
6901174,BBP532,20160320,20160321,4,spike profile,BO
6901174,BBP532,20171002,,4,drift,BO
6901174,BBP700,20150808,20150809,4,spike profile,BO
6901174,BBP700,20160320,20160321,4,spike profile,BO
6901174,BBP700,20170209,20170210,4,spike profile,BO
6901174,BBP700,20171002,,4,drift,BO
6901174,CHLA,20171002,,4,drift,BO
6901174,DOXY,20170510,,4,drift/(QC_table_MC.JUL18),BO
6901174,DOXY,20170803,,4,sensor_issue_metbio004d,BO
6901174,PRES,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,PSAL,20190228,,4,symptoms of conductivity sensor drift,BO
6901174,TEMP,20190228,,4,symptoms of conductivity sensor drift,BO
6901180,BBP532,20190301,,4,drift,BO
6901181,BBP532,20180303,20180304,4,bad sensor,BO
6901181,BBP532,20200626,20200627,4,bad sensor,BO
6901181,BBP700,20200626,20200627,3,saturation/(QC_table_MC.JUL18),BO
6901181,BBP700,20200626,20200627,4,bad sensor,BO
6901182,BBP532,20161015,,4,bad sensor,BO
6901182,BBP700,20161015,,4,bad sensor,BO
6901182,CHLA,20161015,,4,bad sensor,BO
6901183,BBP532,20170717,20170718,4,spike profile,BO
6901183,BBP532,20170901,,4,drift,BO
6901183,BBP700,20160815,20160816,4,spike profile,BO
6901183,BBP700,20170722,20170723,4,spike profile,BO
6901192,PSAL,20190727,,3,Bias suggested by Altimetry QC report,BO
6901195,PSAL,20190721,,3,salty drift detected,BO
6901198,PSAL,20190726,,4,sensor problem,BO
6901202,PSAL,20210914,,3,Possible drift in PSAL,BO
6901211,PSAL,20181115,,3,Bias suggested by Altimetry QC report,BO
6901213,PSAL,20220819,,3,Suspected drift in PSAL,BO
6901924,PSAL,20230103,,3,salty drift detected,BO
6901926,PSAL,20220819,,3,Suspected drift in PSAL,BO
6901929,PSAL,20220223,,3,salty drift detected,BO
6901930,PSAL,20210921,,3,Suspected drift in PSAL,BO
6901930,PSAL,20220225,,4,salty drift detected,BO
6901933,DOXY,20210707,,4,Sensor fail,BO
6901933,PSAL,20220609,,3,Suspected drift in PSAL,BO
6901935,PSAL,20210214,,4,salty drift detected,BO
6901939,DOXY,20221121,,3,No RTQC applied to DOXY yet,BO
6903720,PSAL,20200801,,3,Salty drift in salinity sensor,BO
6904179,PSAL,20220304,,3,RBR correction not yet applied,BO
6904180,PSAL,20220303,,3,RBR correction not yet applied,BO
1901735,PSAL,20220509,,4,rapid onset salinity drift,CS
1901744,PSAL,20200926,,4,Uncorrectable PSAL jump,CS
1901749,PSAL,20210412,20210710,4,temporary offset in PSAL,CS
1901753,PSAL,20220627,,4,uncorrectable salinity drift,CS
1901764,PSAL,20210818,,4,Sudden uncorrectable offset in PSAL,CS
2901861,PSAL,20221127,,3,anomalous drifting data,CS
5904925,PSAL,20150724,,3,pre 2021 RBR float with PSAL bias dependant on pressure,CS
5904927,PSAL,20160313,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904928,PSAL,20150920,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5904996,PSAL,20210626,,3,PSAL drift larger than 0.03 PSU; SBE sensor serial # in 6000-7100,CS
5904997,PSAL,20211216,,3,suspect SN and PSAL drift,CS
5904998,PSAL,20211218,,3,suspect SN and PSAL drift,CS
5905000,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905003,PSAL,20190908,,3,suspect SN range and accelerated PSAL drift,CS
5905004,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905025,PSAL,20220727,,3,possible ASD,CS
5905026,PSAL,20180215,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
5905028,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905030,DOXY,20160417,20160613,4,faulty sensor identified in Josh Plant audit,CS
5905036,PSAL,20220408,,3,correctable salinity drift,CS
5905039,PSAL,20180425,,4,drift in salinity identified. SBE sensor serial # in 6000-7100 assessed as OK prior to this date,CS
5905042,PSAL,20190109,,3,Drift in salinity identified,CS
5905170,PSAL,20201201,,3,possibly correctable PSAL drift,CS
5905173,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
5905174,PSAL,20200205,,4,Uncorrectable PSAL drift from cycle 120,CS
5905178,PSAL,20220121,,3,possibly correctable PSAL drift,CS
5905182,PSAL,20210528,,3,Correctable PSAL drift,CS
5905184,PSAL,20181207,,4,Uncorrectable drift in PSAL from cycle 75,CS
5905185,PSAL,20180604,,4,Uncorrectable drift in PSAL from cycle 50,CS
5905186,PSAL,20190307,,4,Uncorrectable drift in PSAL from cycle 84,CS
5905188,PSAL,20200829,,4,Salinity Drift,CS
5905191,PSAL,20211028,,3,potentially correctable salinity drift,CS
5905193,PSAL,20200502,,4,uncorrectable salinity drift; reason SBE sensor serial # in 6000-7100,CS
5905196,PRES,20210120,,2,not sending profile PTS,CS
5905196,PSAL,20210120,,2,not sending profile PTS,CS
5905196,TEMP,20210120,,2,not sending profile PTS,CS
5905204,PSAL,20210520,,4,probably damaged float,CS
5905207,PRES,20210106,,2,not sending profile PTS,CS
5905207,PSAL,20210106,,2,not sending profile PTS,CS
5905207,TEMP,20210106,,2,not sending profile PTS,CS
5905392,PSAL,20180407,,3,Drift in salinity identified,CS
5905414,PSAL,20200901,,4,Uncorrectable PSAL offset,CS
5905416,PSAL,20181010,,4,Fresh offset throughout,CS
5905417,PSAL,20200904,,4,Uncorrectable PSAL offset,CS
5905418,PSAL,20210415,,4,Uncorrectable PSAL drift from cycle 92 and SN in Seabird recall range,CS
5905456,PSAL,20200804,,4,Uncorrectable PSAL drift from cycle 20,CS
5905461,PSAL,20230727,,3,probably bad sensor,CS
5905465,PSAL,20210707,,4,FSD with accelerated PSAL drift,CS
5905482,PRES,20200921,,3,experimental float with CTD issue,CS
5905482,PSAL,20200921,,3,experimental float with CTD issue,CS
5905482,TEMP,20200921,,3,experimental float with CTD issue,CS
5905485,PSAL,20220618,,4,rapid onset salinity drift,CS
5905489,PSAL,20220206,20220501,3,potentially fresh data,CS
5905519,PSAL,20221120,,3,salty drift,CS
5906614,PSAL,20220819,,4,float with faulty TCond sensor,CS
5906615,PRES,20210911,20211011,3,Technical issues,CS
5906615,PSAL,20210911,20211011,3,Technical issues,CS
5906615,TEMP,20210911,20211011,3,Technical issues,CS
5906645,PH_IN_SITU_TOTAL,20210616,,4,Bad sensor,CS
5906659,PSAL,20220515,,3,possible salinity drift,CS
7900329,PRES,20120110,,2,Float in experimental mission. waiting for DMQC,CS
7900329,PSAL,20120110,,4,Bad salinity sensor,CS
7900329,TEMP,20120110,,2,Float in experimental mission. waiting for DMQC,CS
7900330,PRES,20120111,,2,Float in experimental mission. waiting for DMQC,CS
7900330,PSAL,20120111,,4,Bad saliniy sensor,CS
7900330,TEMP,20120111,,2,Float in experimental mission. waiting for DMQC,CS
7900396,PRES,20141225,,2,Float in experimental mission. waiting for DMQC,CS
7900396,PSAL,20141225,,2,Float in experimental mission. waiting for DMQC,CS
7900396,TEMP,20141225,,2,Float in experimental mission. waiting for DMQC,CS
7900397,PRES,20141226,,2,Float in experimental mission. waiting for DMQC,CS
7900397,PSAL,20141226,,2,Float in experimental mission. waiting for DMQC,CS
7900397,TEMP,20141226,,2,Float in experimental mission. waiting for DMQC,CS
7900398,PRES,20141228,,2,Float in experimental mission. waiting for DMQC,CS
7900398,PSAL,20141228,,2,Float in experimental mission. waiting for DMQC,CS
7900398,TEMP,20141228,,2,Float in experimental mission. waiting for DMQC,CS
7900602,PRES,20150101,,2,Float in experimental mission. waiting for DMQC,CS
7900602,PSAL,20150101,,2,Float in experimental mission. waiting for DMQC,CS
7900602,TEMP,20150101,,2,Float in experimental mission. waiting for DMQC,CS
7900603,PRES,20150107,,2,Float in experimental mission. waiting for DMQC,CS
7900603,PSAL,20150107,,2,Float in experimental mission. waiting for DMQC,CS
7900603,TEMP,20150107,,2,Float in experimental mission. waiting for DMQC,CS
7900604,PRES,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900604,PSAL,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900604,TEMP,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900605,PRES,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900605,PSAL,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900605,TEMP,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900606,PRES,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900606,PSAL,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900606,TEMP,20150114,,2,Float in experimental mission. waiting for DMQC,CS
7900607,PRES,20150115,,2,Float in experimental mission. waiting for DMQC,CS
7900607,PSAL,20150115,,2,Float in experimental mission. waiting for DMQC,CS
7900607,TEMP,20150115,,2,Float in experimental mission. waiting for DMQC,CS
7900608,PRES,20150117,,2,Float in experimental mission. waiting for DMQC,CS
7900608,PSAL,20150117,,2,Float in experimental mission. waiting for DMQC,CS
7900608,TEMP,20150117,,2,Float in experimental mission. waiting for DMQC,CS
7900611,PSAL,20171222,,4,poor sensor performance; reason SBE sensor serial # in 6000-7100. Uncorrectable salinity drift,CS
7900612,PSAL,20151217,,3,poor sensor performance; reason SBE sensor serial # in 6000-7100. Assessed as drifting.,CS
7900613,PSAL,20220425,,4,cell failure causing fresh offset,CS
7900614,PSAL,20151219,,4,uncorrectable PSAL drift,CS
7900615,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900616,PSAL,20210918,,3,Correctable PSAL drift,CS
7900617,PSAL,20140101,,2,possible poor sensor performance; reason SBE sensor serial # in 6000-7100,CS
7900618,PSAL,20200614,,3,Drift in salinity identified,CS
7900620,PSAL,20160505,,4,cracked cell probably,CS
7900620,TEMP,20160505,,4,cracked cell probably,CS
7900621,PSAL,20191225,,4,Uncorrectable PSAL offset,CS
7900623,PSAL,20190515,,4,Uncorrectable salinity drift,CS
7900624,PSAL,20200904,,4,Uncorrectable PSAL drift,CS
7900627,PSAL,20211202,,4,uncorrectable salinity drift,CS
7900631,PSAL,20200814,,4,Uncorrectable PSAL offset,CS
7900634,PSAL,20221104,,3,possible ASD,CS
7900636,PSAL,20201223,,4,sensor failure,CS
7900638,PSAL,20220620,,4,uncorrectable salinity drift,CS
7900642,PSAL,20190420,,4,Uncorrectable drift in PSAL from deployment,CS
7900644,PSAL,20191227,,3,Drift in salinity identified,CS
7900897,PRES,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900897,PSAL,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900897,TEMP,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900898,PRES,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900898,PSAL,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900898,TEMP,20200203,,2,Float in experimental mission. waiting for DMQC,CS
7900899,PRES,20200220,,2,Float in experimental mission. waiting for DMQC,CS
7900899,PSAL,20200220,,2,Float in experimental mission. waiting for DMQC,CS
7900899,TEMP,20200220,,2,Float in experimental mission. waiting for DMQC,CS
7900901,PRES,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900901,PSAL,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900901,TEMP,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900902,PRES,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900902,PSAL,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900902,TEMP,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900903,PRES,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900903,PSAL,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900903,TEMP,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900904,PRES,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900904,PSAL,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900904,TEMP,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900905,PRES,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900905,PSAL,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900905,TEMP,20200226,,2,Float in experimental mission. waiting for DMQC,CS
7900906,PSAL,20211205,,3,Erratic fresh values possibly biofoul,CS
7900914,PSAL,20211221,,3,slow salty drift,CS
7900927,PRES,20220127,,2,Float in experimental mission. waiting for DMQC,CS
7900927,PSAL,20220127,,2,Float in experimental mission. waiting for DMQC,CS
7900927,TEMP,20220127,,2,Float in experimental mission. waiting for DMQC,CS
7900928,PRES,20220131,,2,Float in experimental mission. waiting for DMQC,CS
7900928,PSAL,20220131,,2,Float in experimental mission. waiting for DMQC,CS
7900928,TEMP,20220131,,2,Float in experimental mission. waiting for DMQC,CS
7900929,PRES,20220131,,2,Float in experimental mission. waiting for DMQC,CS
7900929,PSAL,20220131,,2,Float in experimental mission. waiting for DMQC,CS
7900929,TEMP,20220131,,2,Float in experimental mission. waiting for DMQC,CS
2901157,PRES,20091027,,4,pressure sensor problem,HZ
2901157,PSAL,20091027,,4,pressure sensor problem,HZ
2901157,TEMP,20091027,,4,pressure sensor problem,HZ
2901177,DOXY,20090420,,3,poor sensor performance,HZ
2901179,PSAL,20090709,,4,sensor problem,HZ
2901486,PRES,20110513,,4,sensor problem,HZ
2901486,PSAL,20110513,,4,sensor problem,HZ
2901486,TEMP,20110513,,4,sensor problem,HZ
2901489,PSAL,20120904,,4,sensor problem,HZ
2901512,PSAL,20111114,,4,sensor problem,HZ
2901545,PSAL,20180821,,3,sensor problem,HZ
2901549,PSAL,20150909,,4,sensor problem,HZ
2902548,PSAL,20120225,,4,sensor problem,HZ
2902570,PSAL,20181121,,3,salinity drift,HZ
2902588,PSAL,20150311,,3,sensor problem,HZ
2902590,PSAL,20140717,,3,sensor problem,HZ
2902606,PSAL,20150202,,3,sensor problem,HZ
2902609,PSAL,20181216,,3,salinity drift,HZ
2902611,PSAL,20160912,,4,sensor problem,HZ
2902614,PSAL,20170821,,3,salinity drift,HZ
2902615,PSAL,20180627,,3,salinity drift,HZ
2902670,PSAL,20150909,,4,sensor problem,HZ
2902682,PSAL,20200919,,3,conductivity sensor problem,HZ
2902689,PSAL,20160814,,3,sensor problem,HZ
2902715,PSAL,20180829,,3,salinity drift,HZ
2902723,PSAL,20180529,,4,sensor problem,HZ
2902730,PRES,20180112,,2,RBR sensor problem,HZ
2902737,PSAL,20180102,,3,sensor problem,HZ
2902738,PSAL,20200109,,3,maybe poor sensor performance,HZ
2902747,PSAL,20210703,,4,conductivity sensor problem,HZ
2902759,PSAL,20191006,,2,maybe poor sensor performance,HZ
2902811,PSAL,20221118,,3,salinity drift,HZ
2902824,PSAL,20221110,,3,salinity drift,HZ
1900650,DOXY,20060611,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
1900651,DOXY,20060619,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
1900652,DOXY,20060703,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
2903783,BBP700,20230106,20230517,4,sensor issue,IF
3900275,DOXY,20040825,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900281,DOXY,20040825,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900515,DOXY,20051027,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900516,DOXY,20051027,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900522,DOXY,20060531,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
3900522,PSAL,20060918,,4,DD 20190703 jump 3 PSU fresher,IF
3901601,PSAL,20220515,,3,CC 20221219 ASD Feedback,IF
3901602,PSAL,20210205,,3,CC 20210301 Feedback from PI,IF
3901605,PSAL,20181112,,3,CC 20210830 Feedback from PI,IF
3901650,PSAL,20220929,,3,CC 20221006 Feedback from DM op,IF
3901654,PSAL,20191208,,3,CC 20210611 Feedback from PI,IF
3901670,PSAL,20220830,,3,CC 20220906 Minmax alert - Feedback from DM op,IF
3901671,PSAL,20200707,,4,CC 20201006 Minmax alert,IF
3901672,PSAL,20210302,,3,CC 20210823 Feedback from PI,IF
3901675,PSAL,20200912,,4,CC 20201005 Minmax alert,IF
3901680,PSAL,20210627,,4,CC 20210819 Feedback from PI QC3 11/08/2020 then updated to QC4 20230116,IF
3901838,PSAL,20201231,,3,CC 20210104 Feedback from PI,IF
3901840,PSAL,20180110,,3,CC 20210830 Feedback from PI,IF
3901841,PSAL,20201208,,3,CC 20210602 Minmax alert,IF
3901844,PSAL,20230609,,3,CC 20210601 Feedback from DM operator,IF
3901845,PSAL,20210502,,4,CC 20220222 Feedback from DM op,IF
3901846,PSAL,20180724,,3,CC 20221220 ASD Feedback,IF
3901847,PSAL,20201122,,4,CC 20210323 Minmax alert,IF
3901847,TEMP,20201122,,4,CC 20210323 Minmax alert,IF
3901853,PSAL,20190702,,3,DD 20200203 drifting OWC Giulio,IF
3901857,PSAL,20191117,,3,CC 20220207 Feedback from DM op,IF
3901859,PSAL,20181122,,4,DD 20190408 drift not rescueable OWC Birgit,IF
3901860,PSAL,20211109,,4,CC 20220309 Feedback from DM op,IF
3901864,PSAL,20181009,,3,CC 20220613 Feedback from DM op,IF
3901865,PSAL,20230602,,3,CC 20230725 Minmax alert,IF
3901866,PSAL,20220909,,3,CC 20221219 ASD Feedback,IF
3901867,PSAL,20181122,20190220,3,DD 20190405 drift,IF
3901867,PSAL,20190220,,4,DD 20190405 hard drift,IF
3901868,PSAL,20210302,,3,CC 20210602 Minmax alert,IF
3901869,PSAL,20191217,,3,DD 20200128 drift,IF
3901870,PSAL,20221005,,3,CC 20221202 Minmax alert,IF
3901871,PSAL,20190826,,4,CC 20220302 Feedback from DM op,IF
3901872,PSAL,20181223,,3,DD drift,IF
3901873,PSAL,20190623,,3,DD 20191120 drifting,IF
3901875,PSAL,20210809,,3,CC 20210907 Feedback from PI,IF
3901890,PSAL,20190902,,3,DD 20191024 fast salty drift,IF
3901903,PSAL,20201028,,3,CC 20201127 Minmax alert,IF
3901907,PSAL,20180518,,4,DD 20191220 drifting,IF
3901908,PSAL,20190517,,4,DD 20200309 fast salty drift update,IF
3901911,PSAL,20220901,,3,CC 20221220 ASD Feedback,IF
3901989,PSAL,20221012,,3,CC 20221020 Feedback from DM op,IF
3901999,PSAL,20210225,,3,CC 20210602 Minmax alert,IF
3902004,PSAL,20220606,,3,CC 20221116 Minmax alert,IF
3902005,PSAL,20220210,,3,CC 20230213 Feedback from DM op,IF
3902007,DOXY,20220212,,4,coefficients issue vbernard 20221213,IF
3902009,DOXY,20220213,,4,sensor issue vracape 20230223,IF
3902010,PSAL,20220911,,3,CC 20221025 Minmax alert,IF
3902120,DOXY,20180313,20180315,4,remove_first_prof_april2019_ap,IF
3902120,DOXY,20190116,,4,dead_sensor_april2019_ap,IF
3902121,BBP700,20190321,,4, dead_prof_july2019_ap,IF
3902121,CDOM,20190921,,4, sensor_issue_APJUN20,IF
3902121,CHLA,20201128,,4,biofouling,IF
3902121,DOXY,20180315,20180318,4,remove_first_prof_april2019_ap,IF
3902121,DOXY,20190420,,4,dead_sensor_april2019_ap,IF
3902122,BBP700,20190908,20190909,4,sensor noise_4mars2022_cycle_165,IF
3902122,BBP700,20200515,,4,biofouling,IF
3902122,CDOM,20200315,,4,biofouling,IF
3902122,CHLA,20200515,,4,biofouling,IF
3902122,DOXY,20200928,,4,sensor_issue,IF
3902124,BBP700,20200312,20200318,4,sensor problem Bbp_audit_V0,IF
3902125,DOXY,20171018,20171020,4,remove_first_prof_april2019_ap,IF
3902135,PSAL,20190128,,3,CC 20210531 Feedback from PI,IF
3902463,PSAL,20230313,,3,CC 20230504 Minmax alert,IF
4900607,DOXY,20030907,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900608,DOXY,20040902,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900609,DOXY,20040901,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900610,DOXY,20040919,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4900611,DOXY,20040915,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
4903642,PSAL,20230111,,3,CC 20230405 Feedback from DM op-Minmax alert,IF
4903711,NITRATE,20230511,,3,Henry Bittig recommendation 20230724,IF
5906969,PSAL,20221201,,4,CC 20230403 Minmax alert,IF
6900346,DOXY,20050914,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900347,DOXY,20051007,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900348,DOXY,20070815,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900359,PSAL,20090115,,4,VB 20101022 beached float,IF
6900359,TEMP,20090115,,4,VB 20101022 beached float,IF
6900366,PSAL,20061005,,4,LPV 22/12/08,IF
6900366,TEMP,20061005,,4,LPV 22/12/08,IF
6900499,DOXY,20060413,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900500,DOXY,20060407,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900785,PSAL,20120119,,4,DD 20190206 wrecked,IF
6900790,PSAL,20230528,,3,CC 20230605 Minmax alert,IF
6900793,PSAL,20220905,,3,CC 20230308 QC Altimetry,IF
6900796,DOXY,20100530,20100917,4,vracape 20200612,IF
6900797,DOXY,20100601,20110409,4,vracape 20200612 sensor issue,IF
6900798,DOXY,20100702,20150914,4,vracape sensor issue 20200612,IF
6900799,DOXY,20120801,20130921,4,vracape sensor issue 20200612,IF
6900876,BBP700,20140630,,4,RD_LOV_SEP2019,IF
6900876,DOXY,20140630,,4,anomaly ; TC 20190510 via A.Barth ; vracape 20200612 update,IF
6900877,BBP700,20160101,,4,sensor_issue_APJUN20,IF
6900877,CHLA,20160101,,4,sensor_issue_APJUN20,IF
6900877,DOXY,20140629,,4,anomaly ; TC 20190510 via A.Barth,IF
6900889,PSAL,20161127,,3,CL 20170110,IF
6900893,PSAL,20230601,,3,CC 20230605 Minmax alert,IF
6900944,DOXY,20121024,20121114,3,vracape 20200612,IF
6901250,PSAL,20230303,,3,CC 20230307 Minmax alert,IF
6901253,PSAL,20200311,,3,CC 20210318 Minmax alert,IF
