WMO;COUNTRY;LAUNCH_DATE;PROGRAM
2902651;China;2012/11/20;Argo eq. CHINA
2902569;China;2013/03/31;Argo eq. CHINA
2902650;China;2013/05/09;Argo eq. CHINA
2902562;China;2013/05/16;Argo eq. CHINA
2902580;China;2013/05/17;Argo eq. CHINA
2902563;China;2013/05/26;Argo eq. CHINA
2902566;China;2013/08/17;Argo eq. CHINA
2902561;China;2013/08/18;Argo eq. CHINA
2902564;China;2013/09/13;Argo eq. CHINA
2902573;China;2013/09/28;Argo eq. CHINA
2902579;China;2013/10/04;Argo eq. CHINA
2902571;China;2013/11/12;Argo eq. CHINA
2902575;China;2013/11/19;Argo eq. CHINA
2902574;China;2013/12/12;Argo eq. CHINA
2902570;China;2013/12/15;Argo eq. CHINA
2902559;China;2013/12/17;Argo eq. CHINA
2902560;China;2013/12/19;Argo eq. CHINA
2902576;China;2013/12/21;Argo eq. CHINA
2902577;China;2013/12/24;Argo eq. CHINA
2902558;China;2013/12/28;Argo eq. CHINA
2902556;China;2013/12/31;Argo eq. CHINA
2902568;China;2014/01/12;Argo eq. CHINA
2902557;China;2014/01/14;Argo eq. CHINA
2902572;China;2014/01/23;Argo eq. CHINA
2902567;China;2014/01/25;Argo eq. CHINA
2902608;China;2014/01/30;Argo eq. CHINA
2902611;China;2014/02/03;Argo eq. CHINA
2902615;China;2014/02/04;Argo eq. CHINA
2902602;China;2014/02/05;Argo eq. CHINA
2902617;China;2014/02/07;Argo eq. CHINA
2902565;China;2014/02/13;Argo eq. CHINA
2902578;China;2014/02/14;Argo eq. CHINA
2902586;China;2014/05/10;Argo eq. CHINA
2902605;China;2014/05/14;Argo eq. CHINA
2902582;China;2014/05/15;Argo eq. CHINA
2902599;China;2014/05/15;Argo eq. CHINA
2902596;China;2014/05/21;Argo eq. CHINA
2902588;China;2014/05/23;Argo eq. CHINA
2902616;China;2014/05/28;Argo eq. CHINA
2902581;China;2014/05/29;Argo eq. CHINA
2902594;China;2014/05/29;Argo eq. CHINA
2902610;China;2014/06/17;Argo eq. CHINA
2902607;China;2014/06/21;Argo eq. CHINA
2902589;China;2014/06/23;Argo eq. CHINA
2902604;China;2014/06/27;Argo eq. CHINA
2902598;China;2014/07/03;Argo eq. CHINA
2902583;China;2014/07/14;Argo eq. CHINA
2902585;China;2014/07/14;Argo eq. CHINA
2902587;China;2014/07/14;Argo eq. CHINA
2902590;China;2014/07/15;Argo eq. CHINA
2902593;China;2014/07/15;Argo eq. CHINA
2902584;China;2014/07/17;Argo eq. CHINA
2902591;China;2014/07/17;Argo eq. CHINA
2902592;China;2014/07/17;Argo eq. CHINA
2902597;China;2014/08/09;Argo eq. CHINA
2902612;China;2014/08/10;Argo eq. CHINA
2902618;China;2014/08/13;Argo eq. CHINA
2902606;China;2014/08/14;Argo eq. CHINA
2902613;China;2014/08/15;Argo eq. CHINA
2902614;China;2014/08/15;Argo eq. CHINA
2901589;China;2014/09/03;Argo eq. CHINA
2902660;China;2014/11/06;Argo eq. CHINA
2902600;China;2014/09/07;Argo eq. CHINA
2902603;China;2014/09/13;Argo eq. CHINA
2902601;China;2014/09/14;Argo eq. CHINA
2902609;China;2014/09/16;Argo eq. CHINA
6901978;Netherlands;2014/10/22;Argo NETHERLANDS
6901979;Netherlands;2014/10/27;Argo NETHERLANDS
1901856;United Kingdom;2014/09/07;Argo UK
1901857;United Kingdom;2014/09/07;Argo UK
1901854;United Kingdom;2014/09/08;Argo UK
1901852;United Kingdom;2014/09/19;Argo UK
6902555;Germany;2014/12/24;Argo BSH
1901853;United Kingdom;2014/09/19;Argo UK
6902556;Germany;2014/12/24;Argo BSH
3901499;United Kingdom;2014/10/17;Argo UK
3901500;United Kingdom;2014/10/20;Argo UK
3901501;United Kingdom;2014/10/21;Argo UK
3901502;United Kingdom;2014/10/25;Argo UK
3901503;United Kingdom;2014/10/27;Argo UK
3901504;United Kingdom;2014/10/29;Argo UK
3901505;United Kingdom;2014/10/31;Argo UK
3901506;United Kingdom;2014/11/01;Argo UK
6901450;France;2014/10/05;NAOS-France
6901003;France;2014/11/07;Coriolis
6901416;France;2014/11/08;Coriolis
6901630;France;2014/11/19;Coriolis
6901633;France;2014/11/19;Coriolis
6902579;Germany;2014/11/19;Argo BSH
5902348;United States;2014/10/01;Argo SIO
6902564;Germany;2014/09/21;Argo BSH
2902659;China;2014/10/28;Argo eq. CHINA
2902619;China;2014/09/17;Argo eq. CHINA
4901656;United States;2014/10/13;Argo PMEL
5904549;United States;2014/10/11;Argo PMEL
5904550;United States;2014/10/11;Argo PMEL
5904551;United States;2014/10/12;Argo PMEL
5904552;United States;2014/10/13;Argo PMEL
5904553;United States;2014/10/15;Argo PMEL
5904554;United States;2014/10/16;Argo PMEL
4901704;United States;2014/09/25;Argo WHOI
5902373;United States;2014/11/29;Argo SIO
5902374;United States;2014/11/30;Argo SIO
5902375;United States;2014/12/01;Argo SIO
5902376;United States;2014/12/02;Argo SIO
5902377;United States;2014/12/03;Argo SIO
5902378;United States;2014/12/04;Argo SIO
5902379;United States;2014/11/22;Argo SIO
5902343;United States;2014/10/14;Argo SIO
5902344;United States;2014/10/15;Argo SIO
5902345;United States;2014/10/16;Argo SIO
5902347;United States;2014/10/17;Argo SIO
5902349;United States;2014/10/21;Argo SIO
5902350;United States;2014/10/22;Argo SIO
5902380;United States;2014/10/23;Argo SIO
5902351;United States;2014/10/23;Argo SIO
5902352;United States;2014/10/23;Argo SIO
5902353;United States;2014/10/24;Argo SIO
5902354;United States;2014/10/25;Argo SIO
5902355;United States;2014/10/26;Argo SIO
5902356;United States;2014/10/27;Argo SIO
5902357;United States;2014/10/27;Argo SIO
5902346;United States;2014/10/29;Argo SIO
5902358;United States;2014/10/29;Argo SIO
5902359;United States;2014/10/30;Argo SIO
1901786;United States;2014/10/30;Argo SIO
1901787;United States;2014/10/31;Argo SIO
1901788;United States;2014/11/01;Argo SIO
1901790;United States;2014/11/02;Argo SIO
1901789;United States;2014/11/02;Argo SIO
1901791;United States;2014/11/03;Argo SIO
1901792;United States;2014/11/04;Argo SIO
1901793;United States;2014/11/14;Argo SIO
1901794;United States;2014/11/14;Argo SIO
1901795;United States;2014/11/15;Argo SIO
1901796;United States;2014/11/16;Argo SIO
1901797;United States;2014/11/17;Argo SIO
1901798;United States;2014/11/17;Argo SIO
1901799;United States;2014/11/19;Argo SIO
5902360;United States;2014/11/19;Argo SIO
5902361;United States;2014/11/19;Argo SIO
6902578;Germany;2014/11/13;Argo BSH
6902580;Germany;2014/11/22;Argo BSH
6902581;Germany;2014/11/25;Argo BSH
6902582;Germany;2014/11/27;Argo BSH
2901579;China;2014/11/20;Argo CHINA
2902412;Japan;2014/10/25;Argo eq. OIST
6901884;Greece;2014/10/07;Argo GREECE
6901885;Greece;2014/10/08;Argo GREECE
6901886;Greece;2014/11/12;Argo GREECE
6901887;Greece;2014/11/13;Argo GREECE
6900889;Germany;2014/11/10;Argo IFM-GEOMAR
6901837;Italy;2014/11/14;Argo ITALY
4902148;Japan;2014/10/20;Argo JAMSTEC
4902149;Japan;2014/10/21;Argo JAMSTEC
2902531;Japan;2014/11/10;Argo JAMSTEC
2901252;Korea (Republic Of);2013/04/07;Argo NIMS/KMA
2902655;China;2014/11/23;Argo CHINA
4902064;United States;2014/11/15;Argo eq. NAVOCEANO
5904457;United States;2014/11/02;Argo UW
2902595;China;2014/09/06;Argo eq. CHINA
2902620;China;2014/09/23;Argo eq. CHINA
2902621;China;2014/09/16;Argo eq. CHINA
2902940;Japan;2014/11/22;Argo eq. JMA
2902941;Japan;2014/11/23;Argo eq. JMA
2902942;Japan;2014/11/23;Argo eq. JMA
2902943;Japan;2014/11/23;Argo eq. JMA
2902944;Japan;2014/11/24;Argo eq. JMA
2902945;Japan;2014/11/25;Argo eq. JMA
2901477;United States;2014/11/25;Argo eq. NAVOCEANO
5904410;United States;2014/11/16;Argo UW
5904413;United States;2014/10/23;Argo UW
5904414;United States;2014/10/25;Argo UW
5904422;United States;2014/10/17;Argo UW
5904427;United States;2014/11/13;Argo UW
5904429;United States;2014/10/01;Argo UW
5904431;United States;2014/11/17;Argo UW
5904437;United States;2014/10/18;Argo UW
5904440;United States;2014/10/27;Argo UW
5904441;United States;2014/10/01;Argo UW
5904442;United States;2014/10/16;Argo UW
5904443;United States;2014/10/27;Argo UW
5904445;United States;2014/10/31;Argo UW
5904446;United States;2014/10/13;Argo UW
5904448;United States;2014/11/15;Argo UW
5904450;United States;2014/10/22;Argo UW
5904451;United States;2014/10/30;Argo UW
5904452;United States;2014/10/17;Argo UW
5904453;United States;2014/10/23;Argo UW
5904454;United States;2014/11/04;Argo UW
5904455;United States;2014/11/01;Argo UW
5904456;United States;2014/11/01;Argo UW
6902577;Germany;2014/11/11;Argo BSH
1901340;Australia;2014/10/31;Argo AUSTRALIA
1901341;Australia;2014/11/02;Argo AUSTRALIA
1901342;Australia;2014/11/15;Argo AUSTRALIA
1901343;Australia;2014/11/16;Argo AUSTRALIA
1901344;Australia;2014/11/18;Argo AUSTRALIA
5904897;Australia;2014/11/20;Argo AUSTRALIA
5904898;Australia;2014/11/22;Argo AUSTRALIA
5904899;Australia;2014/11/23;Argo AUSTRALIA
5904900;Australia;2014/10/01;Argo AUSTRALIA
2901578;China;2014/11/21;Argo CHINA
2902154;India;2014/11/28;Argo INDIA
5904464;United States;2014/10/28;Argo UW
5904465;United States;2014/10/29;Argo UW
5904466;United States;2014/10/30;Argo UW
2901471;United States;2014/11/26;Argo eq. NAVOCEANO
2901472;United States;2014/11/26;Argo eq. NAVOCEANO
2901473;United States;2014/11/26;Argo eq. NAVOCEANO
2901474;United States;2014/11/26;Argo eq. NAVOCEANO
4902066;United States;2014/11/29;Argo eq. NAVOCEANO
4902069;United States;2014/11/29;Argo eq. NAVOCEANO
2901478;United States;2014/11/30;Argo eq. NAVOCEANO
2902156;India;2014/11/30;Argo INDIA
6901686;France;2015/01/15;Coriolis-FNOB-JCOMMOPS
6901696;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901691;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901685;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901693;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901684;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901683;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901694;France;2015/01/23;Coriolis-FNOB-JCOMMOPS
6901624;France;2014/12/01;Coriolis
4902067;United States;2014/12/02;Argo eq. NAVOCEANO
4902070;United States;2014/12/03;Argo eq. NAVOCEANO
6901505;France;2014/12/04;Coriolis
6901984;Netherlands;2014/12/05;Argo NETHERLANDS
6901626;France;2014/12/05;Coriolis
6901634;France;2014/12/05;Coriolis-Good Hope
6902571;Germany;2014/12/06;Argo BSH
2901476;United States;2014/12/06;Argo eq. NAVOCEANO
6901557;France;2014/12/06;Coriolis
6901558;France;2014/12/06;Coriolis
6901635;France;2014/12/06;Coriolis-Good Hope
6901560;France;2014/12/07;Coriolis
6901559;France;2014/12/07;Coriolis
6901561;France;2014/12/07;Coriolis
6901636;France;2014/12/07;Coriolis-Good Hope
6902572;Germany;2014/12/08;Argo BSH
6901637;France;2014/12/08;Coriolis-Good Hope
6901638;France;2014/12/08;Coriolis-Good Hope
6901639;France;2014/12/09;Coriolis-Good Hope
6901640;France;2014/12/09;Coriolis-Good Hope
1901345;Australia;2014/12/10;Argo AUSTRALIA
6901562;France;2014/12/10;Coriolis
6901449;France;2014/12/10;NAOS-France
6901641;France;2014/12/10;Coriolis-Good Hope
6901642;France;2014/12/10;Coriolis-Good Hope
6901643;France;2014/12/10;Coriolis-Good Hope
6901982;Netherlands;2014/12/11;Argo NETHERLANDS
6901974;Netherlands;2014/12/12;Argo NETHERLANDS
2902946;Japan;2014/12/13;Argo eq. JMA
2902947;Japan;2014/12/13;Argo eq. JMA
2902948;Japan;2014/12/13;Argo eq. JMA
5904397;United States;2015/01/21;Argo UW-SOCCOM
5904467;United States;2014/12/14;Argo UW-SOCCOM
5904469;United States;2014/12/10;Argo UW-SOCCOM
5904471;United States;2014/12/20;Argo UW-SOCCOM
5904473;United States;2015/01/27;Argo UW-SOCCOM
5904474;United States;2014/12/07;Argo UW-SOCCOM
6902574;Germany;2014/12/26;Argo BSH
5904484;United States;2015/01/11;Argo UW
2901644;United States;2014/12/16;Argo eq. NAVOCEANO
6901622;France;2014/12/16;Coriolis
2901643;United States;2014/12/17;Argo eq. NAVOCEANO
6901983;Netherlands;2014/12/07;Argo NETHERLANDS
2901475;United States;2014/12/18;Argo eq. NAVOCEANO
5904909;Australia;2014/12/19;Argo AUSTRALIA
6902573;Germany;2014/12/23;Argo BSH
5904910;Australia;2014/12/30;Argo AUSTRALIA
6901868;Italy;2014/12/01;Argo ITALY
6902575;Germany;2015/01/05;Argo BSH
6902576;Germany;2015/01/06;Argo BSH
2901640;United States;2015/01/13;Argo eq. NAVOCEANO
4902071;United States;2015/01/17;Argo eq. NAVOCEANO
4902072;United States;2015/01/17;Argo eq. NAVOCEANO
2902949;Japan;2015/01/18;Argo eq. JMA
2902950;Japan;2015/01/19;Argo eq. JMA
2902951;Japan;2015/01/19;Argo eq. JMA
5904485;United States;2015/01/01;Argo UW
5904486;United States;2015/01/08;Argo UW
5904487;United States;2014/12/29;Argo UW
7900107;United States;2015/01/07;Argo SIO
7900109;United States;2015/01/08;Argo SIO
7900110;United States;2015/01/08;Argo SIO
7900111;United States;2015/01/08;Argo SIO
7900112;United States;2015/01/08;Argo SIO
7900113;United States;2015/01/08;Argo SIO
7900114;United States;2015/01/08;Argo SIO
7900115;United States;2015/01/08;Argo SIO
7900116;United States;2015/01/08;Argo SIO
7900198;United States;2015/01/08;Argo SIO
7900199;United States;2015/01/08;Argo SIO
7900200;United States;2015/01/09;Argo SIO
7900201;United States;2015/01/09;Argo SIO
7900202;United States;2015/01/09;Argo SIO
7900203;United States;2015/01/18;Argo SIO
7900204;United States;2015/01/18;Argo SIO
2902952;Japan;2015/01/19;Argo eq. JMA
2902953;Japan;2015/01/19;Argo eq. JMA
2902954;Japan;2015/01/19;Argo eq. JMA
2902162;India;2015/01/20;Argo INDIA
4902073;United States;2015/01/21;Argo eq. NAVOCEANO
2902163;India;2015/01/21;Argo INDIA
2902165;India;2015/01/23;Argo INDIA
2902166;India;2015/01/24;Argo INDIA
6901619;France;2015/01/26;Coriolis
2902168;India;2015/01/27;Argo INDIA
2902169;India;2015/01/28;Argo INDIA
5904428;United States;2014/11/12;Argo UW
5904432;United States;2014/11/14;Argo UW
5904449;United States;2014/11/15;Argo UW
5904423;United States;2014/11/18;Argo UW
5904420;United States;2014/11/19;Argo UW
5904447;United States;2014/11/19;Argo UW
5904444;United States;2014/11/20;Argo UW
5904415;United States;2014/11/21;Argo UW
5904425;United States;2014/11/24;Argo UW
7900205;United States;2015/01/19;Argo SIO
7900206;United States;2015/01/19;Argo SIO
7900207;United States;2015/01/20;Argo SIO
5904424;United States;2014/11/25;Argo UW
5904430;United States;2014/11/25;Argo UW
5904416;United States;2014/11/26;Argo UW
5904418;United States;2014/11/27;Argo UW
5904411;United States;2014/11/27;Argo UW
5904412;United States;2014/11/28;Argo UW
5904421;United States;2014/11/29;Argo UW
5904417;United States;2014/11/30;Argo UW
5904435;United States;2014/11/30;Argo UW
5904436;United States;2014/12/02;Argo UW
5904433;United States;2014/12/04;Argo UW
5904426;United States;2014/12/03;Argo UW
5904438;United States;2014/12/05;Argo UW
5904439;United States;2014/12/05;Argo UW
5902381;United States;2015/02/01;Argo SIO
5902382;United States;2015/02/01;Argo SIO
3901507;United Kingdom;2015/02/01;Argo UK
3901508;United Kingdom;2015/02/01;Argo UK
3901509;United Kingdom;2015/02/01;Argo UK
6901460;France;2014/07/10;Coriolis
6901463;France;2014/07/20;Coriolis
6901464;France;2014/07/10;Coriolis
6901466;France;2014/08/22;Coriolis
4901664;United States;2015/01/10;Argo PMEL
4901666;United States;2015/01/08;Argo PMEL
5904053;United States;2014/11/07;Argo PMEL
5904555;United States;2014/11/16;Argo PMEL
5904557;United States;2014/11/08;Argo PMEL
5904558;United States;2014/11/18;Argo PMEL
5904559;United States;2014/11/19;Argo PMEL
5904560;United States;2014/11/20;Argo PMEL
1901346;Australia;2014/12/14;Argo AUSTRALIA
5904902;Australia;2014/12/04;Argo AUSTRALIA
5904903;Australia;2014/12/05;Argo AUSTRALIA
5904904;Australia;2014/12/07;Argo AUSTRALIA
5904905;Australia;2014/12/08;Argo AUSTRALIA
5904907;Australia;2014/12/16;Argo AUSTRALIA
5904901;Australia;2014/12/03;Argo AUSTRALIA
6901840;Italy;2015/01/03;Argo ITALY
2902532;Japan;2014/12/06;Argo JAMSTEC
6901838;Italy;2015/01/06;Argo ITALY
5904908;Australia;2014/12/17;Argo AUSTRALIA
5904911;Australia;2015/01/01;Argo AUSTRALIA
5904912;Australia;2015/01/02;Argo AUSTRALIA
7900396;Australia;2014/12/25;Argo AUSTRALIA eq.
7900397;Australia;2014/12/26;Argo AUSTRALIA eq.
7900398;Australia;2014/12/28;Argo AUSTRALIA eq.
7900602;Australia;2015/01/01;Argo AUSTRALIA eq.
7900603;Australia;2015/01/07;Argo AUSTRALIA eq.
7900604;Australia;2015/01/14;Argo AUSTRALIA eq.
7900605;Australia;2015/01/14;Argo AUSTRALIA eq.
7900606;Australia;2015/01/14;Argo AUSTRALIA eq.
6901588;France;2014/11/29;Coriolis
6901596;France;2014/08/22;Coriolis
6901618;France;2014/11/29;Coriolis
6901621;France;2014/09/06;Coriolis
2902157;India;2014/12/02;Argo INDIA
2902158;India;2014/12/04;Argo INDIA
2902159;India;2014/12/05;Argo INDIA
2902160;India;2014/12/06;Argo INDIA
2902161;India;2014/12/10;Argo INDIA
2902164;India;2015/01/22;Argo INDIA
6901872;Italy;2015/01/04;Argo ITALY
6901873;Italy;2015/01/04;Argo ITALY
6901874;Italy;2015/01/06;Argo ITALY
6901875;Italy;2015/01/03;Argo ITALY
6901841;Italy;2015/01/03;Argo ITALY
6901842;Italy;2015/01/06;Argo ITALY
6901843;Italy;2015/01/03;Argo ITALY
6901623;France;2014/10/22;Coriolis
6901564;France;2014/06/06;Coriolis-OVIDE
6901593;France;2014/06/06;Coriolis-OVIDE
3901055;United States;2014/11/28;Argo WHOI
3901056;United States;2014/09/05;Argo WHOI
3901057;United States;2014/11/28;Argo WHOI
4901708;United States;2014/10/30;Argo WHOI
4901709;United States;2014/10/30;Argo WHOI
4901710;United States;2014/11/26;Argo WHOI
4901711;United States;2014/11/26;Argo WHOI
4901712;United States;2014/10/31;Argo WHOI
4901713;United States;2014/11/01;Argo WHOI
7900608;Australia;2015/01/17;Argo AUSTRALIA
5904913;Australia;2015/01/30;Argo AUSTRALIA
5904914;Australia;2015/01/31;Argo AUSTRALIA
5904915;Australia;2015/02/01;Argo AUSTRALIA
5904916;Australia;2015/02/01;Argo AUSTRALIA
5904918;Australia;2015/02/02;Argo AUSTRALIA
7900607;Australia;2015/01/15;Argo AUSTRALIA eq.
2902170;India;2015/02/02;Argo INDIA
2902171;India;2015/02/04;Argo INDIA
2902172;India;2015/02/05;Argo INDIA
2902173;India;2015/02/09;Argo INDIA
2902533;Japan;2015/02/05;Argo JAMSTEC
3901510;United Kingdom;2015/02/02;Argo UK
3901511;United Kingdom;2015/02/02;Argo UK
5904419;United States;2015/01/28;Argo UW
5904492;United States;2015/01/29;Argo UW
5904434;United States;2015/01/31;Argo UW
5904489;United States;2015/02/03;Argo UW
5904490;United States;2015/02/04;Argo UW
5904491;United States;2015/02/05;Argo UW
6901632;France;2014/05/31;Coriolis-OVIDE
2902657;China;2014/12/26;Argo eq. CHINA
2902663;China;2015/01/08;Argo eq. CHINA
7900208;United States;2015/02/02;Argo SIO
7900209;United States;2015/02/02;Argo SIO
7900210;United States;2015/02/03;Argo SIO
2901569;China;2014/12/14;Argo eq. CHINA
2902622;China;2014/10/12;Argo eq. CHINA
2902652;China;2014/10/17;Argo eq. CHINA
1901855;United Kingdom;2014/09/08;Argo UK
6901707;France;2015/01/12;Coriolis
6901708;France;2015/01/13;Coriolis
6901245;Spain;2014/11/21;Argo SPAIN
4901714;United States;2014/12/10;Argo WHOI
7900358;Germany;2013/01/03;Argo AWI
7900360;Germany;2012/12/25;Argo AWI
6901239;Spain;2014/05/01;Argo SPAIN
6901675;France;2015/07/01;NAOS-France
6901674;France;2015/07/01;NAOS-France
6901430;France;2015/07/01;NAOS-France
5904580;United States;2015/03/25;Argo PMEL
5904581;United States;2015/03/27;Argo PMEL
5904582;United States;2015/04/17;Argo PMEL
5904583;United States;2015/04/19;Argo PMEL
5904584;United States;2015/04/21;Argo PMEL
5904585;United States;2015/04/25;Argo PMEL
5904587;United States;2015/04/30;Argo PMEL
4902077;United States;2015/05/01;Argo PMEL
4902078;United States;2015/05/06;Argo PMEL
4902079;United States;2015/05/07;Argo PMEL
4902080;United States;2015/06/02;Argo PMEL
4902081;United States;2015/06/04;Argo PMEL
4902082;United States;2015/06/11;Argo PMEL
4902084;United States;2015/06/14;Argo PMEL
5904701;United States;2015/12/15;Argo PMEL
5904702;United States;2015/08/02;Argo PMEL
5904704;United States;2015/11/26;Argo PMEL
5904705;United States;2015/12/13;Argo PMEL
5904706;United States;2015/11/30;Argo PMEL
5904707;United States;2015/12/14;Argo PMEL
5904708;United States;2015/12/12;Argo PMEL
5904709;United States;2015/11/28;Argo PMEL
5904710;United States;2015/11/27;Argo PMEL
5904711;United States;2015/11/25;Argo PMEL
6901911;Germany;2015/05/15;Argo BSH
6901912;Germany;2015/05/15;Argo BSH
4901426;Germany;2015/05/23;Argo BSH
6900807;European Union;2014/11/28;EuroArgo
5904458;United States;2014/08/14;Argo UW
5904459;United States;2014/08/23;Argo UW
5904460;United States;2014/10/05;Argo UW
5904461;United States;2014/10/06;Argo UW
5904462;United States;2014/09/21;Argo UW
6901735;France;2015/03/31;NAOS-France
4901427;Germany;2015/06/15;Argo BSH
6901609;France;2015/03/21;Coriolis
6901610;France;2015/03/22;Coriolis
6902601;Germany;2015/02/04;Argo BSH
6902602;Germany;2015/02/08;Argo BSH
2902177;India;2015/03/29;Argo INDIA
6901730;France;2015/08/20;NAOS-France
6901731;France;2015/08/21;NAOS-France
6901738;France;2015/08/22;Coriolis
6901739;France;2015/08/23;Coriolis
6901740;France;2015/08/24;Coriolis
6901741;France;2015/08/25;Coriolis
2902038;United States;2015/04/04;Argo eq. NAVOCEANO
2902039;United States;2015/04/05;Argo eq. NAVOCEANO
2902040;United States;2015/04/05;Argo eq. NAVOCEANO
2902041;United States;2015/04/06;Argo eq. NAVOCEANO
2902178;India;2015/04/01;Argo INDIA
6901704;France;2015/04/09;Coriolis
7900217;United States;2015/05/16;Argo SIO
7900297;United States;2015/05/17;Argo SIO
7900300;United States;2015/05/19;Argo SIO
7900302;United States;2015/05/19;Argo SIO
7900305;United States;2015/05/06;Argo SIO
7900662;United States;2015/05/06;Argo SIO
7900664;United States;2015/05/06;Argo SIO
3901211;United States;2015/05/06;Argo SIO
6901592;France;2014/06/09;Coriolis-OVIDE
6901676;France;2015/07/01;NAOS-France
6901627;European Union;2014/06/10;E-AIMS
6901677;France;2015/07/01;NAOS-France
6901629;France;2014/10/19;Coriolis
6901644;France;2015/02/13;Coriolis-Good Hope
6901736;France;2015/04/05;NAOS-France
6901737;France;2015/04/11;NAOS-France
5904463;United States;2014/09/22;Argo UW
5904475;United States;2014/12/05;Argo UW-SOCCOM
5904476;United States;2014/12/09;Argo UW-SOCCOM
5904477;United States;2014/12/12;Argo UW-SOCCOM
6901697;France;2015/03/10;Coriolis
6901698;France;2015/03/19;Coriolis
6901699;France;2015/03/20;Coriolis
6901700;France;2015/03/12;Coriolis
6901701;France;2015/03/19;Coriolis
6901692;France;2015/03/20;Coriolis
6901695;France;2015/03/18;Coriolis
6901709;France;2015/05/07;Coriolis
6901710;France;2015/05/07;Coriolis
6901711;France;2015/05/07;Coriolis
6901712;France;2015/05/02;Coriolis
6901713;France;2015/05/02;Coriolis
6901714;France;2015/05/02;Coriolis
6901715;France;2015/04/17;Coriolis
6901716;France;2015/05/02;Coriolis
6901717;France;2015/05/01;Coriolis
5904479;United States;2014/02/09;Argo UW-SOCCOM
5904478;United States;2014/12/18;Argo UW-SOCCOM
2902174;India;2015/02/17;Argo INDIA
3901213;United States;2015/05/06;Argo SIO
3901215;United States;2015/05/06;Argo SIO
2902042;United States;2015/04/08;Argo eq. NAVOCEANO
2901641;United States;2015/04/09;Argo eq. NAVOCEANO
4902094;United States;2015/04/09;Argo eq. NAVOCEANO
4902095;United States;2015/04/08;Argo eq. NAVOCEANO
2902043;United States;2015/04/09;Argo eq. NAVOCEANO
6901705;France;2015/04/11;Coriolis
6901702;France;2015/04/19;Coriolis
6901703;France;2015/04/15;Coriolis
6901706;France;2015/04/13;Coriolis
4901560;United States;2013/07/20;Argo PMEL
4902091;United States;2015/04/10;Argo eq. NAVOCEANO
4902092;United States;2015/04/11;Argo eq. NAVOCEANO
4902093;United States;2015/04/12;Argo eq. NAVOCEANO
6901742;France;2015/05/09;Coriolis
6901743;France;2015/05/10;Coriolis
6901744;France;2015/05/26;Coriolis
6901745;France;2015/05/19;Coriolis
1900960;United States;2015/04/14;Argo eq. NAVOCEANO
1900959;United States;2015/04/13;Argo eq. NAVOCEANO
6902606;Germany;2015/05/15;Argo BSH
6902607;Germany;2015/05/17;Argo BSH
6902608;Germany;2015/05/15;Argo BSH
6902609;Germany;2015/05/15;Argo BSH
6902610;Germany;2015/05/15;Argo BSH
6902611;Germany;2015/05/15;Argo BSH
6902612;Germany;2015/05/15;Argo BSH
7900212;United States;2015/03/03;Argo SIO
5902290;France;2014/09/27;Coriolis
7900371;Germany;2012/12/30;Argo AWI
7900405;Germany;2013/01/07;Argo AWI
4902253;Japan;2015/05/06;Argo JAMSTEC
6901625;France;2015/05/05;Coriolis
4901782;Canada;2015/05/09;Argo CANADA
4901781;Canada;2015/05/09;Argo CANADA
6901159;United Kingdom;2014/01/22;Argo UK
4901757;Canada;2013/10/02;Argo CANADA
6900925;France;2015/02/12;Coriolis-Good Hope
6900900;France;2015/02/13;Coriolis-Good Hope
6901663;France;2015/03/11;NAOS-France
6901664;France;2015/03/12;NAOS-France
6901679;France;2015/03/30;NAOS-France
6901666;France;2015/03/13;NAOS-France
6901667;France;2015/03/13;NAOS-France
6901668;France;2015/03/20;NAOS-France
6901669;France;2015/03/22;NAOS-France
6901670;France;2015/03/22;NAOS-France
6901671;France;2015/03/28;NAOS-France
6901680;France;2015/03/31;NAOS-France
1901181;France;2015/02/14;Coriolis-Good Hope
2902408;Japan;2014/06/26;Argo eq. OIST
6901242;Spain;2014/10/01;Argo SPAIN
3901218;United States;2015/06/27;Argo SIO
7900108;United States;2015/01/07;Argo SIO
6901243;Spain;2014/10/01;Argo SPAIN
6901244;Spain;2014/10/01;Argo SPAIN
5904388;United States;2013/09/02;Argo WHOI
5904393;United States;2013/09/01;Argo WHOI
2901731;Korea (Republic Of);2014/07/20;Argo NIMS/KMA
6902557;Germany;2014/09/30;Argo BSH
6902558;Germany;2014/09/30;Argo BSH
6902559;Germany;2014/09/30;Argo BSH
6902560;Germany;2014/09/30;Argo BSH
5904298;United States;2014/08/11;Argo PMEL
6901157;United Kingdom;2013/11/15;Argo UK
6901158;United Kingdom;2013/11/17;Argo UK
7900214;United States;2015/03/05;Argo SIO
5902383;New Zealand;2015/02/01;Argo NEW ZEALAND
7900211;United States;2015/03/03;Argo SIO
5902385;United States;2015/03/06;Argo SIO
7900301;United States;2015/05/19;Argo SIO
7900296;United States;2015/05/17;Argo SIO
7900215;United States;2015/05/15;Argo SIO
7900216;United States;2015/05/15;Argo SIO
