WMO;COUNTRY;LAUNCH_DATE;PROGRAM
1901350;Germany;2009/12/11;Argo BSH
1901351;Germany;2009/12/14;Argo BSH
1901354;Germany;2012/11/14;Argo BSH
1901355;Germany;2012/11/07;Argo BSH
1901356;Germany;2012/11/09;Argo BSH
1901357;Germany;2013/07/13;Argo BSH
1901358;Germany;2013/07/18;Argo BSH
1901359;Germany;2013/07/19;Argo BSH
1901360;Germany;2014/06/25;Argo BSH
1901361;Germany;2014/06/25;Argo BSH
1901362;Germany;2014/06/25;Argo BSH
1901363;Germany;2014/06/25;Argo BSH
1901364;Germany;2014/06/25;Argo BSH
1901365;Germany;2014/06/25;Argo BSH
1901469;South Africa;2009/12/10;Argo SOUTH AFRICA
1901470;South Africa;2009/12/15;Argo SOUTH AFRICA
1901844;Mauritius;2014/03/09;Argo MAURITIUS
1901845;Mauritius;2014/03/10;Argo MAURITIUS
1901846;United Kingdom;2014/06/01;Argo UK
1901847;United Kingdom;2014/06/01;Argo UK
1901848;United Kingdom;2013/06/01;Argo UK
1901849;United Kingdom;2014/06/01;Argo UK
1901850;United Kingdom;2014/06/01;Argo UK
1901851;United Kingdom;2014/06/01;Argo UK
1901852;United Kingdom;2014/09/19;Argo UK
1901853;United Kingdom;2014/09/19;Argo UK
1901854;United Kingdom;2014/09/08;Argo UK
1901855;United Kingdom;2014/09/08;Argo UK
1901856;United Kingdom;2014/09/07;Argo UK
1901857;United Kingdom;2014/09/07;Argo UK
1901858;United Kingdom;2015/12/05;Argo UK
1901859;United Kingdom;2015/12/04;Argo UK
1901860;United Kingdom;2015/12/04;Argo UK
1901861;United Kingdom;2015/12/04;Argo UK
1901862;United Kingdom;2016/07/11;Argo UK
1901863;United Kingdom;2016/07/11;Argo UK
1901864;United Kingdom;2016/07/11;Argo UK
1901865;United Kingdom;2016/07/12;Argo UK
1901866;United Kingdom;2017/03/19;Argo UK
1901867;United Kingdom;2017/03/18;Argo UK
1901868;United Kingdom;2017/03/17;Argo UK
1901869;United Kingdom;2017/03/18;Argo UK
1901870;United Kingdom;2017/03/18;Argo UK
1901871;United Kingdom;2016/09/05;Argo UK
1901872;United Kingdom;2016/09/03;Argo UK
1901873;United Kingdom;2016/07/24;Argo UK
1901874;United Kingdom;2016/07/18;Argo UK
1901875;United Kingdom;2017/01/12;Argo UK
1901876;United Kingdom;2017/01/13;Argo UK
1901877;United Kingdom;2017/01/14;Argo UK
1901878;United Kingdom;2017/01/15;Argo UK
1901879;United Kingdom;2017/01/16;Argo UK
1901880;United Kingdom;2017/01/17;Argo UK
1901881;United Kingdom;2017/04/11;Argo UK
1901882;United Kingdom;2017/04/11;Argo UK
1901883;United Kingdom;2017/04/12;Argo UK
1901884;United Kingdom;2017/04/11;Argo UK
1901885;United Kingdom;2017/07/22;Argo UK
1901886;United Kingdom;2017/07/23;Argo UK
1901887;United Kingdom;2017/07/24;Argo UK
1901888;United Kingdom;2017/07/24;Argo UK
1901889;United Kingdom;2017/12/17;Argo UK
1901890;United Kingdom;2017/12/16;Argo UK
1901892;United Kingdom;2017/12/17;Argo UK
1901893;United Kingdom;2018/03/28;Argo UK
1901894;United Kingdom;2018/03/28;Argo UK Bio
1901895;United Kingdom;2018/03/31;Argo UK
1901896;United Kingdom;2018/03/31;Argo UK Bio
1901897;United Kingdom;2018/05/27;Argo UK
1901898;United Kingdom;2018/06/02;Argo UK
1901899;United Kingdom;2018/05/03;Argo UK
1901900;United Kingdom;2018/05/20;Argo UK
1901901;United Kingdom;2018/06/24;Argo UK
1901902;United Kingdom;2018/06/24;Argo UK
1901903;United Kingdom;2018/12/28;Argo UK
1901904;United Kingdom;2018/12/27;Argo UK
1901906;United Kingdom;2018/12/27;Argo UK
1901907;United Kingdom;2018/05/22;Argo UK
1901908;United Kingdom;2018/05/31;Argo UK
1901909;United Kingdom;2018/05/02;Argo UK
1901910;United Kingdom;2018/05/20;Argo UK
1901911;United Kingdom;2019/05/13;Argo UK
1901912;United Kingdom;2019/05/13;Argo UK
1901914;United Kingdom;2019/10/09;Argo UK
1901915;United Kingdom;2019/10/11;Argo UK
1901916;United Kingdom;2019/10/07;Argo UK
1901917;United Kingdom;2019/10/06;Argo UK
1901918;United Kingdom;2022/06/12;Argo UK
1901919;United Kingdom;2022/06/13;Argo UK
1901920;United Kingdom;2020/01/18;Argo UK
1901921;United Kingdom;2020/01/19;Argo UK
1901922;United Kingdom;2020/10/07;Argo UK
1901923;United Kingdom;2020/10/06;Argo UK
1901924;United Kingdom;2020/10/08;Argo UK
1901925;United Kingdom;2021/03/03;Argo UK
1901926;United Kingdom;2021/03/02;Argo UK
1901927;United Kingdom;2021/02/24;Argo UK
1901928;United Kingdom;2021/02/21;Argo UK
1901931;United Kingdom;2021/04/11;Argo UK
1901932;United Kingdom;2021/05/10;Argo UK
1901933;United Kingdom;2020/10/08;Argo UK
1901934;United Kingdom;2021/12/06;Argo UK
1901935;United Kingdom;2021/12/07;Argo UK
1901936;United Kingdom;2022/02/13;Argo UK
1901937;United Kingdom;2022/02/13;Argo UK
1901938;United Kingdom;2022/02/14;Argo UK
1901939;United Kingdom;2022/02/14;Argo UK
1901940;United Kingdom;2022/07/01;Argo UK
1901941;United Kingdom;2022/07/01;Argo UK
1901942;United Kingdom;2022/07/25;Argo UK
1902079;United Kingdom;2018/12/29;Argo UK
1902080;United Kingdom;2018/12/29;Argo UK
1902081;United Kingdom;2022/05/17;Argo UK
1902082;United Kingdom;2022/05/18;Argo UK
1902083;United Kingdom;2022/07/25;Argo UK
1902084;United Kingdom;2023/02/04;Argo UK
1902085;United Kingdom;2023/02/05;Argo UK
1902086;United Kingdom;2023/02/06;Argo UK
1902087;United Kingdom;2023/02/08;Argo UK
1902088;United Kingdom;2023/02/08;Argo UK
1902089;United Kingdom;2023/01/11;Argo UK
1902090;United Kingdom;2023/01/13;Argo UK
1902091;United Kingdom;2023/01/15;Argo UK
1902093;United Kingdom;2023/02/09;Argo UK
1902094;United Kingdom;2023/02/22;Argo UK
1902095;United Kingdom;2023/02/23;Argo UK
1902096;United Kingdom;2023/02/28;Argo UK
1902097;United Kingdom;2023/03/01;Argo UK
1902098;United Kingdom;2023/03/05;Argo UK
1902099;United Kingdom;2023/03/04;Argo UK
1902101;United Kingdom;2023/02/04;Argo UK
1902571;France;2022/11/20;Coriolis
1902572;France;2022/11/17;Coriolis
1902573;France;2022/11/26;Coriolis
1902574;France;2022/09/15;Coriolis
1902578;France;2022/05/29;REFINE
1902579;Norway;2022/06/15;Argo NORWAY
1902580;Germany;2022/11/28;Argo BSH
1902582;Greece;2023/03/29;Argo GREECE
1902583;Germany;2023/01/17;Argo BSH
1902584;Germany;2023/01/10;Argo BSH
1902593;France;2023/02/11;REFINE
1902601;France;2023/03/07;REFINE
1902602;Norway;2023/05/19;Argo NORWAY
1902603;Norway;2023/05/30;Argo NORWAY
1902604;Norway;2023/05/20;Argo NORWAY
1902605;Italy;2023/04/28;Argo ITALY
2900159;United Kingdom;2001/12/08;Argo UK
2900160;United Kingdom;2001/12/08;Argo UK
2900161;United Kingdom;2001/12/08;Argo UK
2900162;United Kingdom;2001/12/09;Argo UK
2900163;United Kingdom;2001/12/09;Argo UK
2900164;United Kingdom;2001/11/01;Argo UK
2900165;United Kingdom;2001/11/03;Argo UK
2900166;United Kingdom;2001/11/02;Argo UK
2900167;United Kingdom;2001/10/31;Argo UK
2900168;United Kingdom;2001/10/29;Argo UK
2900194;United Kingdom;2002/07/14;Argo UK
2900195;United Kingdom;2002/07/14;Argo UK
2900210;France;2002/05/01;Coriolis
2900211;France;2002/05/01;Coriolis
2900424;France;2004/09/16;Coriolis
2900425;France;2004/09/16;Coriolis
2900426;France;2007/01/11;Coriolis
2900589;France;2007/01/11;Coriolis
2900590;France;2007/01/11;Coriolis
2900591;France;2007/01/11;Coriolis
2900592;France;2007/01/12;Coriolis
2900593;France;2007/01/11;Coriolis
2900594;France;2007/01/12;Coriolis
2900595;France;2007/01/12;Coriolis
2900596;France;2007/01/12;Coriolis
2900597;France;2007/01/14;Coriolis
2900598;France;2007/01/14;Coriolis
2900599;France;2007/01/14;Coriolis
2901093;United Kingdom;2007/11/25;Argo UK
2901094;United Kingdom;2008/02/01;Argo UK
2901095;United Kingdom;2008/01/29;Argo UK
2901096;United Kingdom;2008/01/31;Argo UK
2901097;United Kingdom;2008/01/30;Argo UK
2901098;Saudi Arabia;2010/04/14;Argo SAUDI ARABIA
2901099;United Kingdom;2011/11/08;Argo UK
2901100;United Kingdom;2011/11/08;Argo UK
2901101;United Kingdom;2011/11/08;Argo UK
2901102;United Kingdom;2011/11/08;Argo UK
2901886;United Kingdom;2011/11/08;Argo UK
2901887;United Kingdom;2011/11/08;Argo UK
2901888;United Kingdom;2011/11/09;Argo UK
2901889;United Kingdom;2011/11/09;Argo UK
2901890;United Kingdom;2011/11/09;Argo UK
2901891;United Kingdom;2016/06/28;Argo UK
2901892;United Kingdom;2016/07/02;Argo UK
2901893;United Kingdom;2016/07/01;Argo UK
2901894;United Kingdom;2016/06/30;Argo UK
2901895;United Kingdom;2016/06/30;Argo UK
2901896;United Kingdom;2016/06/28;Argo UK
2901897;United Kingdom;2016/07/04;Argo UK
2901898;United Kingdom;2016/07/01;Argo UK
2901899;United Kingdom;2016/07/28;Argo UK
2901900;United Kingdom;2016/08/04;Argo UK
2901902;United Kingdom;2017/11/09;Argo UK
2901903;United Kingdom;2017/11/09;Argo UK
2901904;United Kingdom;2017/11/01;Argo UK
2901905;United Kingdom;2017/11/01;Argo UK
2903715;Sweden;2018/12/16;Argo Sweden
2903766;Netherlands;2022/04/22;Argo NETHERLANDS
2903767;France;2023/01/28;Coriolis
2903768;France;2023/02/13;Coriolis
2903769;France;2023/02/01;Coriolis
2903770;France;2022/12/18;Coriolis
2903771;Norway;2022/06/05;Argo NORWAY
2903772;Germany;2022/11/30;Argo BSH
2903773;United Kingdom;2023/03/28;Argo UK
2903774;Netherlands;2023/01/12;Argo NETHERLANDS
2903776;Germany;2023/01/10;Argo BSH
2903777;Germany;2023/01/16;Argo BSH
2903783;France;2022/12/09;REFINE
2903786;France;2023/03/26;Coriolis
2903787;France;2023/02/06;REFINE
2903794;Norway;2023/05/19;Argo NORWAY
2903795;Italy;2023/04/24;Argo ITALY
2903822;Spain;2023/04/14;Argo SPAIN
2903823;Spain;2023/04/17;Argo SPAIN
3900069;United Kingdom;2002/03/12;Argo UK
3900070;United Kingdom;2002/03/12;Argo UK
3900071;United Kingdom;2002/02/12;Argo UK
3900072;Germany;2001/12/07;Argo eq. AWI
3900073;Germany;2001/12/07;Argo eq. AWI
3900074;Germany;2001/12/07;Argo eq. AWI
3900088;United Kingdom;2003/01/15;Argo UK
3900089;United Kingdom;2003/01/18;Argo UK
3900090;United Kingdom;2003/01/30;Argo UK
3900091;United Kingdom;2003/01/27;Argo UK
3900092;United Kingdom;2003/02/09;Argo UK
3900093;United Kingdom;2003/02/04;Argo UK
3900094;United Kingdom;2003/01/08;Argo UK
3900110;United Kingdom;2003/05/15;Argo UK
3900111;United Kingdom;2003/05/17;Argo UK
3900112;United Kingdom;2004/05/29;Argo UK
3900113;United Kingdom;2003/05/22;Argo UK
3900114;United Kingdom;2003/05/22;Argo UK
3900115;United Kingdom;2003/05/20;Argo UK
3900116;United Kingdom;2003/05/21;Argo UK
3900117;United Kingdom;2003/05/20;Argo UK
3900129;Germany;2000/03/18;Argo eq. IFM
3900130;Germany;2000/03/25;Argo eq. IFM
3900131;Germany;2000/04/14;Argo eq. IFM
3900132;Germany;2000/04/12;Argo eq. IFM
3900133;Germany;2000/03/19;Argo eq. IFM
3900134;Germany;2000/03/26;Argo eq. IFM
3900135;Germany;2000/03/16;Argo eq. IFM
3900136;Germany;2000/03/19;Argo eq. IFM
3900137;Germany;2000/11/13;Argo eq. IFM
3900138;Germany;2000/03/24;Argo eq. IFM
3900139;Germany;2000/04/16;Argo eq. IFM
3900140;Germany;2000/11/19;Argo eq. IFM
3900141;Germany;2000/11/12;Argo eq. IFM
3900142;Germany;2000/11/13;Argo eq. IFM
3900143;Germany;2000/11/19;Argo eq. IFM
3900247;United Kingdom;2004/04/30;Argo UK
3900248;United Kingdom;2004/05/01;Argo UK
3900249;United Kingdom;2004/05/02;Argo UK
3900250;United Kingdom;2004/05/03;Argo UK
3900251;United Kingdom;2004/05/04;Argo UK
3900252;United Kingdom;2004/05/07;Argo UK
3900253;United Kingdom;2004/05/06;Argo UK
3900274;Germany;2004/08/28;Argo IFM-GEOMAR
3900275;Germany;2004/08/25;Argo IFM-GEOMAR
3900276;Germany;2004/08/29;Argo IFM-GEOMAR
3900277;Germany;2004/08/24;Argo IFM-GEOMAR
3900278;Germany;2004/08/26;Argo IFM-GEOMAR
3900279;Germany;2004/08/26;Argo IFM-GEOMAR
3900280;Germany;2004/08/25;Argo IFM-GEOMAR
3900281;Germany;2004/08/25;Argo IFM-GEOMAR
3900282;Germany;2004/08/26;Argo IFM-GEOMAR
3900283;Germany;2004/08/24;Argo IFM-GEOMAR
3900284;Germany;2004/08/23;Argo IFM-GEOMAR
3900285;Germany;2004/08/23;Argo IFM-GEOMAR
3900286;Germany;2004/08/22;Argo IFM-GEOMAR
3900287;Germany;2004/08/22;Argo IFM-GEOMAR
3900288;Germany;2004/08/17;Argo IFM-GEOMAR
3900309;United Kingdom;2013/10/26;Argo UK
3900310;United Kingdom;2013/10/25;Argo UK
3900371;United Kingdom;2004/11/17;Argo UK
3900372;United Kingdom;2004/11/21;Argo UK
3900373;United Kingdom;2004/11/23;Argo UK
3900374;United Kingdom;2004/11/25;Argo UK
3900375;United Kingdom;2004/11/27;Argo UK
3900376;United Kingdom;2004/11/28;Argo UK
3900377;United Kingdom;2004/11/28;Argo UK
3900378;United Kingdom;2004/12/06;Argo UK
3900379;United Kingdom;2004/12/08;Argo UK
3900380;United Kingdom;2005/02/09;Argo UK
3900381;United Kingdom;2005/02/09;Argo UK
3900382;United Kingdom;2005/02/09;Argo UK
3900383;United Kingdom;2005/03/11;Argo UK
3900384;United Kingdom;2013/10/27;Argo UK
3900385;United Kingdom;2013/10/28;Argo UK
3900386;France;2005/03/16;Coriolis-DRAKE
3900387;France;2005/03/14;Coriolis-DRAKE
3900388;France;2005/03/14;Coriolis-DRAKE
3900389;France;2005/07/01;Coriolis-DRAKE
3900390;France;2005/07/01;Coriolis-DRAKE
3900391;France;2005/07/02;Coriolis-DRAKE
3900392;France;2005/03/14;Coriolis-DRAKE
3900393;France;2005/03/14;Coriolis-DRAKE
3900394;France;2005/03/14;Coriolis-DRAKE
3900395;France;2005/07/01;Coriolis-DRAKE
3900396;France;2005/07/01;Coriolis-DRAKE
3900397;France;2005/07/01;Coriolis-DRAKE
3900515;Chile;2005/10/22;Argo eq. ESP-OMZ
3900516;Chile;2005/10/25;Argo eq. ESP-OMZ
3900518;France;2006/12/18;Coriolis-FLOPS
3900519;France;2006/10/15;Coriolis-FLOPS
3900520;France;2006/06/06;Coriolis-FLOPS
3900521;Chile;2006/06/01;Argo eq. ESP-OMZ
3900522;Chile;2006/05/31;Argo eq. ESP-OMZ
3900523;Chile;2006/05/30;Argo eq. ESP-OMZ
3900524;Chile;2006/06/03;Argo eq. ESP-OMZ
3900526;France;2008/03/16;Coriolis-FLOPS
3900528;France;2006/09/26;Coriolis-FLOPS
3900529;France;2008/03/26;Coriolis-FLOPS
3900530;France;2011/02/20;Coriolis-FLOPS
3900531;France;2007/11/03;Coriolis-FLOPS
3900532;France;2007/11/05;Coriolis-FLOPS
3900533;France;2007/11/05;Coriolis-FLOPS
3900534;France;2007/11/04;Coriolis-FLOPS
3900535;United Kingdom;2005/11/16;Argo UK
3900536;United Kingdom;2005/11/17;Argo UK
3900537;United Kingdom;2005/12/08;Argo UK
3900538;United Kingdom;2013/10/25;Argo UK
3900559;United Kingdom;2013/10/25;Argo UK
3900560;United Kingdom;2013/10/26;Argo UK
3900787;France;2007/03/30;Coriolis-FLOPS
3900788;France;2006/12/07;Coriolis-FLOPS
3900790;France;2006/11/25;Coriolis-FLOPS
3900791;France;2008/02/10;Coriolis-FLOPS
3900792;France;2008/02/12;Coriolis-FLOPS
3900793;France;2010/12/02;Coriolis-FLOPS
3900794;France;2010/12/21;Coriolis-FLOPS
3900990;France;2008/04/13;Coriolis-DRAKE
3900991;France;2008/04/07;Coriolis-DRAKE
3900992;France;2008/04/10;Coriolis-DRAKE
3900993;France;2008/04/10;Coriolis-DRAKE
3900994;France;2008/04/10;Coriolis-DRAKE
3900995;France;2008/04/10;Coriolis-DRAKE
3900996;France;2008/04/06;Coriolis-DRAKE
3900997;France;2009/06/24;Coriolis
3900999;France;2008/04/08;Coriolis-DRAKE
3901000;France;2008/04/07;Coriolis-DRAKE
3901001;France;2008/04/10;Coriolis-DRAKE
3901065;Chile;2008/03/26;Argo eq. ESP-OMZ
3901066;Chile;2008/03/26;Argo eq. ESP-OMZ
3901067;Chile;2008/03/26;Argo eq. ESP-OMZ
3901068;Chile;2008/03/26;Argo eq. ESP-OMZ
3901075;Germany;2009/02/02;Argo IFM-GEOMAR
3901076;Germany;2009/02/02;Argo IFM-GEOMAR
3901077;Germany;2009/02/03;Argo IFM-GEOMAR
3901078;Germany;2009/02/03;Argo IFM-GEOMAR
3901079;Germany;2009/02/09;Argo IFM-GEOMAR
3901080;Germany;2009/02/09;Argo IFM-GEOMAR
3901081;Germany;2009/02/10;Argo IFM-GEOMAR
3901082;Germany;2009/02/10;Argo IFM-GEOMAR
3901083;Germany;2009/02/11;Argo IFM-GEOMAR
3901084;Germany;2009/02/11;Argo IFM-GEOMAR
3901085;Germany;2010/10/26;Argo BSH
3901086;Germany;2010/11/11;Argo BSH
3901087;Germany;2010/11/14;Argo BSH
3901089;Germany;2015/10/27;Argo BSH
3901090;Germany;2011/10/25;Argo BSH
3901091;Germany;2011/12/20;Argo BSH
3901092;Germany;2011/11/15;Argo BSH
3901093;Germany;2011/12/15;Argo BSH
3901094;Germany;2011/12/15;Argo BSH
3901095;Germany;2011/11/21;Argo BSH
3901096;Germany;2012/10/28;Argo BSH
3901097;Germany;2012/10/29;Argo BSH
3901098;Germany;2012/11/03;Argo BSH
3901099;Germany;2013/02/11;Argo BSH
3901100;Germany;2012/11/05;Argo BSH
3901101;Germany;2012/11/06;Argo BSH
3901102;Germany;2012/11/07;Argo BSH
3901488;United Kingdom;2014/04/21;Argo UK
3901489;United Kingdom;2014/04/21;Argo UK
3901490;United Kingdom;2014/04/22;Argo UK
3901491;United Kingdom;2014/04/22;Argo UK
3901492;United Kingdom;2014/04/22;Argo UK
3901493;United Kingdom;2014/04/22;Argo UK
3901494;United Kingdom;2014/04/22;Argo UK
3901495;United Kingdom;2014/04/23;Argo UK
3901496;United Kingdom;2014/10/20;Argo UK Bio
3901497;United Kingdom;2014/10/24;Argo UK Bio
3901498;United Kingdom;2014/10/25;Argo UK Bio
3901499;United Kingdom;2014/10/17;Argo UK
3901500;United Kingdom;2014/10/20;Argo UK
3901501;United Kingdom;2014/10/21;Argo UK
3901502;United Kingdom;2014/10/25;Argo UK
3901503;United Kingdom;2014/10/27;Argo UK
3901504;United Kingdom;2014/10/29;Argo UK
3901505;United Kingdom;2014/10/31;Argo UK
3901506;United Kingdom;2014/11/01;Argo UK
3901507;United Kingdom;2015/02/01;Argo UK
3901508;United Kingdom;2015/02/01;Argo UK
3901509;United Kingdom;2015/02/01;Argo UK
3901510;United Kingdom;2015/02/02;Argo UK
3901511;United Kingdom;2015/02/02;Argo UK
3901512;United Kingdom;2015/02/06;Argo UK
3901513;United Kingdom;2015/08/03;Argo UK
3901514;United Kingdom;2015/08/03;Argo UK
3901515;United Kingdom;2015/08/03;Argo UK
3901516;United Kingdom;2015/08/03;Argo UK
3901517;United Kingdom;2015/10/22;Argo UK
3901518;United Kingdom;2015/10/22;Argo UK
3901519;United Kingdom;2015/10/20;Argo UK
3901520;United Kingdom;2015/10/22;Argo UK
3901521;United Kingdom;2015/10/24;Argo UK
3901522;United Kingdom;2015/10/26;Argo UK
3901523;United Kingdom;2015/10/29;Argo UK
3901524;United Kingdom;2016/10/15;Argo UK
3901525;United Kingdom;2016/10/17;Argo UK
3901526;United Kingdom;2016/10/22;Argo UK
3901527;United Kingdom;2016/10/25;Argo UK
3901528;United Kingdom;2016/10/26;Argo UK
3901529;United Kingdom;2016/10/27;Argo UK
3901530;United Kingdom;2016/11/28;Argo UK Bio
3901531;United Kingdom;2016/11/29;Argo UK Bio
3901532;United Kingdom;2017/03/20;Argo UK
3901533;United Kingdom;2017/03/19;Argo UK
3901534;United Kingdom;2017/04/08;Argo UK
3901535;United Kingdom;2017/04/27;Argo UK
3901536;United Kingdom;2017/10/18;Argo UK
3901537;United Kingdom;2017/10/19;Argo UK
3901538;United Kingdom;2017/10/27;Argo UK
3901539;United Kingdom;2017/10/27;Argo UK
3901540;United Kingdom;2017/11/15;Argo UK
3901541;United Kingdom;2017/11/15;Argo UK
3901542;United Kingdom;2017/11/15;Argo UK
3901543;United Kingdom;2017/11/15;Argo UK
3901544;United Kingdom;2017/11/15;Argo UK
3901545;United Kingdom;2017/11/15;Argo UK
3901546;United Kingdom;2018/09/10;Argo UK
3901547;United Kingdom;2018/09/10;Argo UK
3901548;United Kingdom;2018/10/14;Argo UK
3901549;United Kingdom;2018/10/18;Argo UK
3901550;United Kingdom;2018/10/21;Argo UK
3901551;United Kingdom;2018/10/22;Argo UK
3901552;United Kingdom;2018/11/09;Argo UK
3901553;United Kingdom;2020/02/09;Argo UK
3901554;United Kingdom;2020/02/11;Argo UK
3901555;United Kingdom;2020/02/19;Argo UK
3901556;United Kingdom;2020/02/16;Argo UK
3901560;United Kingdom;2020/12/30;Argo UK
3901561;United Kingdom;2021/01/02;Argo UK
3901562;United Kingdom;2020/12/31;Argo UK
3901563;United Kingdom;2021/01/03;Argo UK
3901564;United Kingdom;2021/01/04;Argo UK
3901565;United Kingdom;2021/01/06;Argo UK
3901566;United Kingdom;2021/03/17;Argo UK
3901567;United Kingdom;2021/03/19;Argo UK
3901568;United Kingdom;2022/05/19;Argo UK
3901569;United Kingdom;2022/05/18;Argo UK
3901570;United Kingdom;2022/05/20;Argo UK
3901571;United Kingdom;2022/05/21;Argo UK
3901572;United Kingdom;2022/11/24;Argo UK
3901573;United Kingdom;2022/12/12;Argo UK
3901574;United Kingdom;2022/12/07;Argo UK
3901575;United Kingdom;2022/12/07;Argo UK
3901576;United Kingdom;2022/12/07;Argo UK
3901578;United Kingdom;2023/03/16;Argo UK Bio
3901579;United Kingdom;2023/03/26;Argo UK Bio
3901588;Germany;2016/09/04;Argo BSH
3901589;Germany;2016/09/04;Argo BSH
3901590;Germany;2016/08/22;Argo BSH
3901591;Germany;2016/08/23;Argo BSH
3901592;Germany;2016/04/24;Argo BSH
3901593;Germany;2016/04/23;Argo BSH
3901594;Germany;2016/04/22;Argo BSH
3901595;Germany;2016/04/20;Argo BSH
3901596;Germany;2016/04/19;Argo BSH
3901597;Germany;2017/08/16;Argo BSH
3901598;Germany;2017/04/30;Argo BSH
3901601;Germany;2016/09/22;Argo BSH
3901602;Germany;2016/09/18;Argo BSH
3901603;Germany;2016/09/20;Argo BSH
3901604;Germany;2016/09/19;Argo BSH
3901605;Germany;2016/09/22;Argo BSH
3901606;Germany;2017/05/02;Argo BSH
3901607;Germany;2017/01/30;Argo BSH
3901608;Germany;2016/12/31;Argo BSH
3901609;Germany;2017/05/03;Argo BSH
3901610;Germany;2017/05/06;Argo BSH
3901611;Germany;2016/12/29;Argo BSH
3901612;Germany;2017/01/28;Argo BSH
3901619;Germany;2017/05/28;Argo BSH
3901620;Germany;2017/05/28;Argo BSH
3901621;Germany;2017/05/27;Argo BSH
3901622;Germany;2017/08/27;Argo BSH
3901623;Germany;2017/05/29;Argo BSH
3901624;Germany;2017/06/06;Argo BSH
3901625;Germany;2017/06/11;Argo BSH
3901626;Germany;2017/06/12;Argo BSH
3901627;Germany;2017/06/13;Argo BSH
3901628;Germany;2017/06/14;Argo BSH
3901629;Germany;2017/06/17;Argo BSH
3901630;Germany;2017/06/18;Argo BSH
3901631;Germany;2017/10/15;Argo BSH
3901632;Germany;2017/10/13;Argo BSH
3901633;Germany;2017/10/06;Argo BSH
3901634;Germany;2017/08/24;Argo BSH
3901635;Germany;2017/08/19;Argo BSH
3901636;Germany;2017/09/02;Argo BSH
3901637;Germany;2017/11/28;Argo BSH
3901638;Germany;2017/12/02;Argo BSH
3901639;Germany;2017/12/02;Argo BSH
3901640;Germany;2017/11/28;Argo BSH
3901641;Germany;2017/11/28;Argo BSH
3901642;Germany;2017/12/02;Argo BSH
3901643;Germany;2017/11/09;Argo BSH
3901644;Germany;2018/12/31;Argo BSH
3901645;Germany;2018/12/31;Argo BSH
3901646;Germany;2018/01/25;Argo BSH
3901647;Germany;2018/01/22;Argo BSH
3901648;Germany;2018/01/22;Argo BSH
3901649;Germany;2018/01/20;Argo BSH
3901650;Germany;2018/05/12;Argo BSH
3901651;Germany;2018/05/11;Argo BSH
3901652;Germany;2018/03/05;Argo BSH
3901653;Germany;2018/05/16;Argo BSH
3901654;Germany;2018/04/16;Argo BSH
3901655;Germany;2018/04/15;Argo BSH
3901656;Germany;2018/01/26;Argo BSH
3901657;Germany;2018/01/25;Argo BSH
3901658;Germany;2018/01/25;Argo BSH
3901659;Germany;2018/01/24;Argo BSH
3901660;Germany;2018/05/07;Argo BSH
3901661;Germany;2018/04/24;Argo BSH
3901662;Germany;2018/04/23;Argo BSH
3901663;Germany;2018/04/20;Argo BSH
3901664;Germany;2018/04/19;Argo BSH
3901665;Germany;2018/05/08;Argo BSH
3901666;Germany;2018/04/13;Argo BSH
3901667;Germany;2018/06/12;Argo BSH
3901668;Germany;2018/06/12;Argo BSH
3901669;Germany;2018/06/01;Argo BSH
3901670;Germany;2018/06/21;Argo BSH
3901671;Germany;2018/06/17;Argo BSH
3901672;Germany;2018/06/25;Argo BSH
3901673;Germany;2018/06/04;Argo BSH
3901674;Germany;2018/06/08;Argo BSH
3901675;Germany;2018/06/14;Argo BSH
3901676;Germany;2018/12/10;Argo BSH
3901677;Germany;2018/12/11;Argo BSH
3901678;Germany;2018/12/02;Argo BSH
3901679;Germany;2018/11/30;Argo BSH
3901680;Germany;2018/11/29;Argo BSH
3901681;Germany;2018/12/07;Argo BSH
3901682;Germany;2018/12/07;Argo BSH
3901683;Germany;2018/12/08;Argo BSH
3901684;Germany;2018/12/09;Argo BSH
3901685;Germany;2019/09/25;Argo BSH
3901686;Germany;2020/02/21;Argo BSH
3901687;Germany;2020/02/26;Argo BSH
3901838;Germany;2016/08/23;MOCCA-GER
3901839;Germany;2016/06/25;MOCCA-GER
3901840;Germany;2016/05/29;MOCCA-GER
3901841;Germany;2016/07/31;MOCCA-GER
3901842;Germany;2016/10/08;MOCCA-GER
3901843;Germany;2016/10/09;MOCCA-GER
3901844;Germany;2016/10/13;MOCCA-GER
3901845;Germany;2016/06/26;MOCCA-GER
3901846;Germany;2016/10/20;MOCCA-GER
3901847;Germany;2016/10/22;MOCCA-GER
3901848;Italy;2016/06/04;MOCCA-IT
3901849;Italy;2016/06/05;MOCCA-IT
3901850;Poland;2016/06/24;MOCCA-POL
3901851;Poland;2016/06/25;MOCCA-POL
3901852;European Union;2016/12/06;MOCCA-EU
3901853;European Union;2016/10/28;MOCCA-EU
3901854;European Union;2016/11/02;MOCCA-EU
3901855;European Union;2016/10/22;MOCCA-EU
3901856;European Union;2016/08/09;MOCCA-EU
3901857;European Union;2016/08/12;MOCCA-EU
3901858;European Union;2016/08/14;MOCCA-EU
3901859;European Union;2016/09/01;MOCCA-EU
3901860;European Union;2016/09/05;MOCCA-EU
3901861;European Union;2016/09/06;MOCCA-EU
