WMO;COUNTRY;LAUNCH_DATE;PROGRAM
6903283;Greece;2018/06/17;Argo GREECE
6903286;Greece;2019/07/23;Argo GREECE
6903549;Norway;2019/05/19;Argo NORWAY
6903550;Norway;2019/05/20;Argo NORWAY
6903551;Norway;2019/05/29;Argo NORWAY
6903552;Norway;2020/11/06;Argo NORWAY
6903553;Norway;2019/05/20;Argo NORWAY
6903554;Norway;2019/05/19;Argo NORWAY
6903555;Norway;2019/05/29;Argo NORWAY
6903556;Norway;2020/05/17;Argo NORWAY
6903557;Norway;2019/05/20;Argo NORWAY
6903558;Norway;2019/05/29;Argo NORWAY
6903567;Norway;2020/05/02;Argo NORWAY
6903568;Norway;2020/05/16;Argo NORWAY
6903569;Norway;2020/05/17;Argo NORWAY
6903570;Norway;2020/08/28;Argo NORWAY
6903571;Norway;2020/05/14;Argo NORWAY
6903572;Norway;2020/08/26;Argo NORWAY
6903573;Norway;2020/08/28;Argo NORWAY
6903574;Norway;2020/08/02;Argo NORWAY
6903575;Norway;2021/04/18;Argo NORWAY
6903576;Norway;2022/06/04;Argo NORWAY
6903577;Norway;2021/05/08;Argo NORWAY
6903578;Norway;2021/04/30;Argo NORWAY
6903579;Norway;2021/04/20;Argo NORWAY
6903580;Norway;2021/04/20;Argo NORWAY
6903581;Norway;2021/04/13;Argo NORWAY
6903582;Norway;2021/05/01;Argo NORWAY
6903588;Norway;2021/11/15;Argo NORWAY
6903589;Norway;2021/11/15;Argo NORWAY
6903590;Norway;2022/06/12;Argo NORWAY
6903591;Norway;2022/06/17;Argo NORWAY
6903592;Norway;2022/06/05;Argo NORWAY
6903697;Finland;2018/10/15;Argo FINLAND
6903699;Finland;2019/05/30;Argo FINLAND
6903700;Finland;2019/06/01;Argo FINLAND
6903701;Finland;2019/08/17;Argo FINLAND
6903704;Finland;2020/06/10;Argo FINLAND
6903706;European Union;2021/05/19;Euro-Argo RISE
6903707;Finland;2021/06/06;Argo FINLAND
6903708;Finland;2021/05/19;Argo FINLAND
6903711;Finland;2021/05/21;Argo FINLAND
6903765;Italy;2019/10/25;Argo ITALY
6903767;Italy;2020/01/09;Argo ITALY
6903768;Italy;2020/01/09;Argo ITALY
6903777;Italy;2020/02/18;Argo ITALY
6903781;Italy;2020/06/25;Argo ITALY
6903786;Italy;2020/09/16;Argo ITALY
6903799;Italy;2021/04/25;Argo ITALY
6903802;Italy;2021/08/10;Argo ITALY
6903803;Italy;2021/09/20;Argo ITALY
6903804;Italy;2021/09/20;Argo ITALY
6903805;Italy;2021/11/11;Argo ITALY
6903818;Italy;2022/03/03;Argo ITALY
6903822;Italy;2022/06/01;Argo ITALY
6903823;Italy;2022/11/21;Argo ITALY
6903824;Italy;2022/11/25;Argo ITALY
6903825;Italy;2022/12/14;Argo ITALY
6903826;Italy;2022/12/15;Argo ITALY
6903828;Italy;2022/12/18;Argo ITALY
6903867;Bulgaria;2020/11/17;BulArgo
6903869;European Union;2021/06/10;EuroSea Argo
6903870;European Union;2021/06/12;EuroSea Argo
6903871;European Union;2021/06/18;EuroSea Argo
6903872;European Union;2021/06/20;EuroSea Argo
6903873;European Union;2021/06/21;EuroSea Argo
6903874;European Union;2021/03/28;EuroSea Argo
6903875;European Union;2021/03/12;EuroSea Argo
6903876;European Union;2021/04/03;EuroSea Argo
6903877;European Union;2021/04/03;EuroSea Argo
6903878;European Union;2021/03/12;EuroSea Argo
6904110;Germany;2021/07/29;Argo GERMANY 2025
6904111;Germany;2021/07/29;Argo GERMANY 2025
6904112;Germany;2021/07/30;Argo GERMANY 2025
6904113;Germany;2021/08/15;Argo GERMANY 2025
6904114;Germany;2021/08/15;Argo GERMANY 2025
6904115;Germany;2021/08/15;Argo GERMANY 2025
6904116;Germany;2021/03/25;Argo GERMANY
6904117;Germany;2021/02/01;Argo GERMANY
6904118;Germany;2021/09/24;Argo BSH
6904134;Germany;2021/06/08;Argo GERMANY
6904139;Germany;2021/07/13;Argo BSH
6904226;Germany;2022/03/31;Argo BSH
6904231;Germany;2022/10/01;Argo BSH
6904235;France;2021/12/11;Coriolis-BIOArgo
6904240;France;2022/05/21;REFINE
6904241;France;2022/05/29;REFINE
6990503;France;2022/10/28;REFINE
6990504;France;2022/11/02;Argo FPAII-GMMC
6990505;France;2022/10/16;NAOS-France
6990528;France;2023/04/27;Coriolis-BIOArgo
7900095;Germany;2005/03/13;Argo AWI
7900132;Germany;2006/10/12;Argo AWI
7900133;Germany;2006/10/16;Argo AWI
7900559;Germany;2019/11/24;Argo GERMANY
7900560;Germany;2019/12/01;Argo GERMANY
7900561;Germany;2019/12/01;Argo GERMANY
7900562;Germany;2019/09/27;Argo GERMANY
7900563;Germany;2020/09/12;Argo GERMANY
7900566;Germany;2020/08/21;Argo GERMANY
7900579;Germany;2021/03/25;Argo GERMANY 2025
7900580;Germany;2021/03/25;Argo GERMANY 2025
7900583;Germany;2022/04/18;Argo GERMANY
7900585;Germany;2021/07/29;Argo GERMANY 2025
7900586;Germany;2021/03/25;Argo GERMANY 2025
7900587;Germany;2021/03/25;Argo GERMANY 2025
7900588;Germany;2021/07/29;Argo GERMANY 2025
7900589;Germany;2021/08/15;Argo GERMANY 2025
7900591;European Union;2013/12/16;E-AIMS
7900592;European Union;2013/12/15;E-AIMS
7900593;European Union;2014/06/02;EuroArgo
7900594;European Union;2015/06/26;MEDARGO
7900596;Bulgaria;2019/12/05;BulArgo
7901001;Germany;2022/03/02;Argo BSH
7901006;Norway;2022/06/15;Argo NORWAY
7901007;Norway;2022/05/31;Argo NORWAY
7901013;France;2022/10/18;Coriolis
7901019;Italy;2023/03/02;Argo ITALY
7901028;Norway;2023/05/21;Argo NORWAY
7901065;Bulgaria;2023/05/15;BulArgo
